"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"ruim";-5,318;-7,177;5,457;10,152;1,349;-1,516
"rico";-4,319;-3,461;28,471;2,015;-1,005;-1,782
"renúncia";-0,909;-3,461;-0,833;-0,027;45,915;-5,591
"pôr";-3,714;-4,144;1,103;5,595;-0,003;0,651
"porta_voz";-3,714;-5,943;-5,656;-2,999;-3,897;102,627
"piloto";-2,489;-0,798;8,582;0,127;-0,763;0,056
"orçamento";-2,821;-2,826;-0,91;-0,286;26,624;0
"objeto";1,968;8,808;-4,036;-0,38;-0,882;-1,609
"metade";-1,69;-0,001;-0,422;3,699;2,821;-2,608
"jinping";-5,818;-10,511;-5,656;-4,783;-6,018;152,531
"irã";-5,485;-9,908;-0,634;-1,343;-3,567;85,044
"fornecer";-4,319;7,857;0,626;-1,489;-2,427;0,525
"foguete";-5,485;-9,908;-5,332;-4,395;-5,673;143,162
"estudar";-1,151;-5,999;-0,234;27,767;0,234;-2,137
"eletrônico";7,425;-1,465;-0,309;0;1,034;-2,577
"diário";-1,151;0,061;11,209;-5,581;2,417;-2,137
"ditadura";-0,004;-6,293;0;21,115;-0,428;-1,071
"deter";9,754;1,136;-0,723;-2,868;-4,295;0,094
"daniel";-1,151;22,48;-2,493;0,033;-0,345;-6,023
"comportamento";-3,237;-7,177;-1,561;3,091;-0,117;18,833
"bater";-3,237;-5,101;35,062;-2,477;1,349;-0,588
"advertir";-5,985;-10,812;-3,722;-4,977;-2,382;126,007
"vazamento";3,557;10,22;-1,462;-0,758;-1,641;-4,514
"tamanho";-0,357;-6,293;10,338;-0,164;0,159;0,183
"substituir";14,868;-7,2;-3,875;0;4,069;-0,441
"rj";6,308;-2,167;-3,389;0,794;5,893;-4,514
"retornar";-0,682;-2,933;-0,618;-0,29;14,077;0,166
"restrição";-2,489;-4,496;-2,42;-1,068;18,014;5,153
"renunciar";-2,608;-0,425;-0,234;-0,107;22,726;-2,137
"quebrar";-1,991;0,51;0,157;0;2,071;-1,44
"publicitário";-3,079;45,895;-1,433;-0,304;-3,238;-6,67
"provocação";-1,942;-10,209;-1,823;-6,781;-2,09;98,149
"prejuízo";17,599;0,02;-1,185;1,2;-2,911;-6,238
"poderoso";-0,616;-2,01;-1,561;-1,206;-5,501;44,368
"petrobrás";0,688;33,886;-2,044;-2,868;-4,295;-5,376
"nomeação";1,54;-1,208;0,171;-0,447;4,164;-2,362
"mato";-1,991;24,636;-1,935;0;-2,059;-2,577
"jon_un";-5,818;-10,511;-3,566;-6,981;-6,018;152,531
"governar";-0,616;-9,607;-0,051;7,345;13,44;-2,875
"glauco";18,111;-0,898;-0,483;-0,597;-0,514;-0,644
"fidel";-1,161;-2,097;19,42;-0,027;-0,001;-1,503
"extremo";-1,805;-7,473;7,479;6,714;-3,567;0,985
"estadão";-0,909;-3,461;17,638;-1,489;8,334;-5,591
"dólar";-2,821;12,3;-0,063;-0,286;-2,918;0
"disparar";-1,277;-6,293;-1,185;-5,781;-1,393;67,726
"diretoria";-1,991;42,747;-1,897;-4,782;-0,087;-5,16
"desvio";13,415;13,499;-4,684;-1,972;-4,984;-4,04
"descartar";-0,909;-5,414;-2,193;-0,479;15,985;3,078
"dem";-1,805;-5,381;-5,332;-6,581;142,198;-7,102
"decretar";20,288;-2,171;-0,173;-0,061;0,001;-3,627
"cumprimento";10,89;0,439;-2,097;0,397;-2,231;-2,792
"cooperação";-2,608;-0,041;-4,522;14,01;-4,812;4,047
"concreto";54,615;-6,293;-0,303;0,355;-2,911;-6,238
"bairro";-0,663;1,641;0,415;-0,795;0,344;-0,858
"avisar";-3,079;8,585;0,132;-0,304;-1,665;-0,05
"apreender";-0,682;56,382;-1,897;-4,782;-4,123;-5,16
"aliar";-4,652;-2,404;-4,522;-0,699;9,991;12,253
"soviético";-4,652;-8,403;0,004;-0,107;-4,812;55,802
"somar";0,165;5,542;0,203;-3,385;0,124;-3,653
"serraglio";-1,492;9,672;-0,057;0,207;-1,544;-1,932
"salvador";-4,818;7,789;-0,303;0,009;3,908;-6,238
"reuters";-4,319;-7,801;-4,198;-3,057;-4,467;110,412
"resumir";-0,214;-3,729;0,02;8,187;-0,268;0,014
"resolução";-1,277;-6,293;-4,684;-1,972;-0,428;59,939
"psdb_mg";-2,489;50,187;-2,42;-2,986;-2,574;-3,222
"pr";12,438;1,799;-0,007;-3,818;-0,041;-6,454
"organizado";-1,251;3,904;-1,181;5,648;-1,337;-2,012
"melhorar";-4,319;-7,801;3,715;2,015;1,489;0,525
"juntar";-0,282;-0,425;-0,234;-5,581;4,368;4,047
"islâmico";-5,652;-10,209;-3,412;-0,572;-3,732;98,149
"interlocutor";-0,909;26,365;-2,193;-1,489;0,012;-5,591
"intercontinental";-5,818;-10,511;-5,656;-6,981;-6,018;163,695
"inglês";-4,652;-5,999;0,004;0,033;-0,345;24,891
"impunidade";-1,536;-9,306;-0,024;74,598;-1,665;-6,67
"grau";33,555;-6,293;-2,645;6,736;-2,911;-4,04
"firmar";0,148;32,303;-4,846;-0,943;-5,156;-2,502
"expressar";-0,438;-6,587;-0,378;0;-0,041;17,402
"estrangeiro";-4,319;0;-2,193;9,019;-4,467;5,15
"elogiar";-2,452;-8,102;-0,947;-0,586;4,875;17,297
"doar";-3,32;30,518;-0,252;-1,943;-0,344;-4,299
"desistir";-1,542;-0,909;0,472;-2,126;3,274;1,722
"contribuição";-1,542;2,691;0,003;-0,08;3,274;-4,514
"confiar";0,826;-6,587;2,254;2,211;-0,041;-0,388
"conclusão";3,045;-2,171;0,02;1,708;1,249;-5,807
"ciência";-0,713;-7,473;0,045;52,983;-3,567;-3,064
"avançar";-0,576;-2,674;-0,517;0,011;0,932;4,645
"alemanha";-4,319;-7,801;-0,119;26,163;-4,467;5,15
"aborto";-1,991;-3,596;0,078;21,785;0,04;-2,577
"tráfico";2,37;0,242;0,002;0,238;-0,629;-3,007
"telefone";-1,028;1,619;3,291;-3,246;-4,639;2,665
"tecnologia";-4,818;-6,293;0;1,2;-1,393;23,198
"suspenso";1,529;6,571;-2,581;-3,186;-0,058;-0,294
"sugestão";10,643;-0,425;-2,493;0,477;1,039;-6,023
"sinal";-4,985;-2,884;-0,378;11,926;-0,517;3,148
"rodrigues";3,906;-0,7;-0,723;-2,868;17,305;-5,376
"reino";-5,318;-9,607;-5,17;-6,381;-3,402;138,479
"reeleição";-1,805;0,027;-5,332;-4,395;71,764;-7,102
"recebimento";6,747;34,6;-4,684;-5,781;-4,984;-6,238
"publicação";1,589;1,258;-0,333;-2,126;-0,002;-0,165
"promotor";54,275;-1,506;-3,875;0;-2,109;-5,16
"produção";-2,988;4,661;-2,904;0,415;-1,189;1,268
"pressionar";-3,237;1,221;-1,561;-0,387;-1,805;11,636
"preferir";2,349;-0,551;0;-5,781;3,908;-0,004
"patrimônio";1,91;0,112;4,761;-0,115;-2,574;-3,222
"negro";-2,157;-3,896;0,025;13,065;-0,502;0,262
"luís";15,308;0,945;-1,29;-1,592;-1,372;-1,717
"louco";-4,319;-7,801;1,848;2,015;-1,005;10,885
"liminar";71,104;-4,196;-2,258;-2,787;-0,629;-3,007
"lamentar";-1,395;-1,921;0,021;11,698;0,002;-0,809
"jantar";-3,653;25,343;-0,422;-4,383;-0,017;-1,114
"inocência";86,235;-4,547;-2,797;-0,23;-3,074;-6,454
"importância";-2,452;-5,706;0,02;29,722;0,001;-1,958
"herman";160,484;-6,882;-2,95;-6,181;-5,329;-6,67
"g20";-3,986;-7,2;-3,875;59,342;-0,764;-0,016
"fábio";-4,319;78,595;-4,198;-5,181;-2,427;-5,591
"frase";-2,608;-8,403;51,555;-0,107;-0,003;-2,137
"folha";-0,292;1,618;28,367;-3,983;-3,434;-4,299
"facilitar";-4,818;3,639;-4,684;2,545;0,855;-0,299
"executar";0,119;-0,066;-3,875;1,232;-0,764;2,189
"escritório";0;22,593;-1,462;-2,126;-3,606;-0,959
"esclarecimento";5,858;17,657;-4,198;-3,057;-1,005;-5,591
"enorme";-2,452;-8,102;-0,947;35,64;-2,588;1,271
"corpo";-0,454;0,439;6,586;0,397;-2,231;-2,792
"colaborador";2,052;32,303;-4,846;-2,139;-5,156;-4,248
"classificar";-0,214;-2,171;-4,36;5,49;-0,268;4,57
"aplicar";2,679;-2,404;-4,522;1,438;1,039;0,001
"andamento";2,665;3,368;-1,75;-4,582;4,609;-4,945
"afetar";-2,608;-5,999;2,909;10,46;-0,345;0,001
"trata_se";-1,028;1,619;-0,173;-0,586;-0,268;1,271
"suspeito";7,211;2,838;-1,897;-0,29;-4,123;-0,441
"sentir";-0,357;-4,272;7,168;0,009;3,908;-2,318
"relacionado";0,403;7,172;-3,389;-0,758;-0,439;-0,165
"protestar";-0,341;-3,596;-1,935;-0,591;35,054;-0,719
"primo";-1,395;58,531;-3,228;-3,983;-3,434;-4,299
"potência";-5,318;-9,607;-5,17;-4,203;-5,501;138,479
"pentágono";-5,318;-9,607;-5,17;-4,203;-5,501;138,479
"melar";-0,38;27,794;-3,389;-4,183;0,329;-4,514
"limpo";24,42;-4,823;-1,433;-2,307;10,824;-6,67
"jungmann";-2,323;-1,997;-0,531;6,996;8,942;-3,007
"existência";-0,153;5,46;-0,119;0,132;-4,467;-0,093
"esperança";-0,153;-7,801;0,05;6,127;-0,2;1,537
"encerrar";-0,153;-5,414;13,189;-0,479;-2,427;3,078
"empréstimo";-3,154;55,193;-3,066;-1,763;-3,262;-4,083
"dodge";4,203;-1,198;0,415;-0,795;0,344;-0,858
"diminuir";-0,909;-7,801;0,05;12,469;-1,005;1,537
"costamarques";18,111;-0,898;-0,483;-0,597;-0,514;-0,644
"contratar";-0,142;7,394;1,052;-1,585;-1,189;-1,817
"conspiração";-2,298;-7,801;-2,193;52,226;-2,427;0,044
"bruno";18,852;-0,798;-0,653;-0,115;-0,02;-3,222
"beneficiário";-2,921;48,807;-0,378;-5,981;-0,517;-6,454
"aliança";-4,319;-5,414;-0,119;-0,027;20,736;0,525
"alexandre";0;0,242;15,313;-2,787;-0,629;-3,007
"testar";-4,652;-8,403;-4,522;-3,436;-4,812;119,762
"resultar";5,603;0,959;-3,551;-0,138;-0,542;-0,246
"renato";-2,298;49;-0,833;-1,489;-4,467;-5,591
"recusar";3,906;0,348;-2,044;-0,38;-0,882;0,094
"recomendar";6,205;0,39;0,203;-1,409;-0,112;-3,653
"recado";-1,277;-0,09;0;-1,972;9,175;-0,004
"psd";-4,485;-0,312;-2,343;-5,381;86,419;-5,807
"proteção";-1,395;-3,677;-0,252;33,957;-1,488;-0,809
"presidir";-1,109;0,229;-2,904;-1,585;18,059;-0,532
"prender";37,394;-0,564;0,059;-3,784;-1,337;-4,083
"palestra";0,412;-0,798;13,52;-0,115;-0,763;-3,222
"original";6,501;-0,7;0,787;-1,335;1,761;-5,376
"orientar";0,039;2,046;-0,178;-0,009;-1,337;-0,046
"nomear";-0,292;0,044;4,362;-3,983;6,656;-4,299
"nascer";-4,152;-5,122;0,095;28,146;0,578;-3,217
"motorista";-1,658;-0,052;-1,612;0,084;16,495;-2,147
"montar";0,039;0,115;-1,181;-0,505;0,628;0,15
"manobra";-2,144;-3,196;0,095;-2,868;0,038;20,315
"madrugada";1,146;-1,465;-0,309;-2,388;12,032;-0,719
"jeito";-0,682;-2,933;85,83;-2,681;-4,123;-5,16
"jair";-5,152;-6,882;0,132;-2,307;88,311;-6,67
"itália";-1,84;-2,674;-1,75;32,682;-0,65;-0,338
"interior";2,046;-2,996;5,719;-0,314;-1,715;0,038
"infra-estrutura";-1,991;-0,275;-1,935;0,615;-0,381;8,638
"homologar";0,403;39,81;-3,389;-4,183;-3,606;-4,514
"gebran";160,484;-6,882;-2,95;-6,181;-5,329;-6,67
"fundamento";49,784;-5,999;-4,522;0,477;-1,26;-2,137
"favorecer";-3,819;23,132;-3,713;0,443;-1,951;-1,275
"experiência";-4,485;-5,706;8,58;11,42;-4,639;0,387
"ex_executivos";-0,101;59,651;-4,036;-4,982;-4,295;-5,376
"elevado";0,01;-1,921;7,486;-0,036;-3,434;0,742
"diplomático";-5,152;-9,306;-2,95;-0,304;-5,329;93,712
"desemprego";-2,323;-4,196;2,535;16,672;-0,001;-3,007
"desafio";-2,764;-4,272;-1,185;2,545;-0,428;14,755
"cuba";-0,071;-2,696;0,526;0,207;0,416;0,129
"confronto";-0,702;-2,27;-2,42;-0,115;1,742;8,688
"comunista";-4,818;-4,272;-1,185;1,2;-0,428;23,198
"combinar";-4,152;19,312;0,787;-0,38;-0,882;-5,376
"cerimônia";-2,452;-0,01;-2,343;-3,246;4,875;6,986
"britânico";-4,319;-5,414;-2,193;12,469;-2,427;14,547
"braskem";-2,921;91,998;-4,846;-5,981;-5,156;-6,454
"bashar";-5,318;-9,607;-5,17;-6,381;-5,501;149,621
"auxiliar";0,01;3,252;-0,252;0,169;0,002;-4,299
"ausência";4,746;-4;-1,064;4,914;2,417;-6,023
"assembleia";-1,542;-6,298;0,472;-4,183;13,422;3,553
"alterar";2,679;-4;-1,064;1,438;0,234;0,001
"adequado";-0,282;-2,404;-0,234;14,01;0,234;-2,137
"índio";-3,819;-6,899;-1,75;0,011;-3,95;58,2
"voz";-0,909;-7,801;22,732;2,015;-2,427;-0,093
"técnica";1,589;-3,963;0,003;10,501;-1,641;-0,959
"transparência";-1,251;2,046;-1,181;5,648;0,02;-4,083
"tese";35,664;-2,404;-0,234;-1,809;-2,749;-0,22
"terrorista";-4,319;-7,801;1,848;-0,479;-4,467;40,814
"televisão";-2,764;-0,09;4,577;-3,627;0,159;1,969
"sozinho";-2,608;-1,212;5,076;0,477;-2,749;2,297
"relativo";8,897;5,46;-4,198;-1,489;-1,005;-1,782
"pp";-4,818;24,99;-2,645;-3,627;6,265;-6,238
"posicionar";-2,452;-3,729;-4,36;1,708;4,875;4,57
"porta";-1,991;-0,55;26,276;-0,29;-0,087;-3,013
"perspectiva";-0,282;-5,999;-1,064;33,388;-2,749;0,001
"pequim";-4,985;-6,587;-2,797;-3,818;-5,156;108,246
"particular";1,07;-0,414;-1,75;0,443;-0,047;0,263
"ocidente";-4,985;-9,005;-4,846;0;-3,074;80,386
"ocidental";-4,652;-8,403;-2,493;-0,107;-4,812;80,259
"normal";0,219;-0,551;0,276;9,581;-0,428;-6,238
"natural";-1,251;-3,391;17,873;3,094;-1,337;-2,012
"nacala";-0,497;0,179;0,951;0,609;-0,514;-0,644
"monica";0,191;28,147;-0,013;-4,582;-3,95;-4,945
"mau";-4,152;-5,122;-0,723;55,634;-0,882;-1,609
"marca";-1,542;13,806;-0,333;-0,08;-0,439;-2,408
"machado";-1,109;51,858;-2,904;-3,584;-3,09;-3,868
"legado";-1,991;-7,2;-1,897;36,663;0,741;-1,44
"invadir";-0,475;-6,599;0,343;-0,138;5,214;1,4
"imediato";1,679;-7,801;-4,198;3,792;0,442;1,537
"ilegalidade";25,563;0,664;-0,173;-5,381;-0,268;-5,807
"flagrar";-0,702;21,434;-2,42;-1,068;-2,574;-0,194
"explodir";-4,319;-7,801;-4,198;-0,479;-4,467;89,831
"domiciliar";30,919;-0,146;-1,774;-0,447;-1,887;-2,362
"divisão";-4,319;5,46;-0,833;0,132;5,435;-5,591
"distribuir";-1,69;6,249;3,313;-4,383;0,223;-2,608
"dezena";1,529;-0,166;-0,779;-1,237;-2,746;7,498
"despesa";-0,575;13,454;-2,258;-0,903;0,519;-3,007
"contexto";0,119;0,052;-0,618;0,314;-0,087;-0,016
"contestar";33,574;0;-2,193;-0,479;-1,005;-5,591
"complexo";1,589;-3,963;0,472;14,652;-3,606;-2,408
"compartilhar";-0,794;-1,721;-0,074;-0,38;-0,882;15,858
"celular";-3,653;12,346;13,487;-4,383;-1,795;-4,729
"carvalho";-0,576;0,712;12,307;0,011;-1,951;-4,945
"bombardeio";-4,818;-6,293;-4,684;-5,781;-4,984;124,439
"bolsa";-1,991;-1,465;7,767;-0,591;7,03;-2,577
"baseado";0,55;0,044;-0,252;-0,036;-0,344;0,075
"alimento";-0,995;-0,137;6,558;-1,193;-1,029;1,014
"agressão";-2,144;-7,501;0,787;-0,006;-0,882;20,315
"abin";-0,995;2,462;-0,967;4,846;-1,029;-1,288
"violento";-1,161;-2,097;1,267;15,232;-1,2;-1,503
"venezuelano";-3,32;-5,998;43,838;-0,036;0,462;-4,299
"tratamento";4,411;-0,55;2,493;0,314;-0,764;-5,16
"tramitação";4,411;-1,506;-3,875;-1,183;24,092;-5,16
"teto";-3,819;-6,899;-1,75;-1,037;96,536;-4,945
"telefônico";-0,006;9,041;-3,551;-2,309;-1,795;1,4
"tcu";4,411;21,13;-3,875;-2,681;-2,109;-5,16
"tarefa";1,198;-0,041;-2,493;18,078;-2,749;-3,833
"sul_coreano";-4,485;-8,102;-4,36;-5,381;-4,639;126,183
"rumo";-3,653;-4,251;1,447;13,285;-0,542;0,004
"retomar";-0,142;-1,446;1,052;0;2,495;-0,532
"retaliação";-2,452;-8,102;-0,173;-5,381;4,875;26,725
"quadro";-0,909;-0,861;22,732;3,792;-4,467;-5,591
"preocupar";-2,452;-5,706;0,02;19,497;-0,268;0,014
"orientação";-1,542;1,258;3,805;-0,758;1,419;-4,514
"moscou";-4,985;-9,005;-2,797;-5,981;-5,156;129,118
"leniência";-2,608;69,5;-2,493;-5,581;-2,749;-6,023
"jorge";0,55;0,548;-3,228;-0,628;10,325;-4,299
"jaburu";-3,819;60,592;-3,713;-2,494;-1,951;-4,945
"inteiro";-2,452;-2,171;32,678;-0,061;-2,588;-0,151
"impor";-0,058;-4,831;-0,038;-2,681;-0,764;27,358
"habitante";-1,327;-2,396;3,741;-1,592;3,352;0,296
"gás";-3,986;0,51;-0,038;-1,183;-2,109;13,125
"guimarães";7,993;-1,68;-0,178;-1,763;7,518;-4,083
"físico";0,275;-2,996;2,179;8,08;-1,715;-2,147
"figura";-1,84;0,121;1,194;8,471;-0,65;-4,945
"fichar";22,351;-8,704;-2,645;-1,972;21,229;-6,238
"fator";-0,794;-5,122;-2,044;47,892;0,038;-5,376
"esconder";-3,32;5,452;-1,32;1,026;-0,344;-0,098
"detalhar";-4,652;48,838;-2,493;-5,581;-0,345;-2,137
"descrever";-0,214;12,678;-0,173;-0,061;-4,639;-0,799
"dem_rj";-4,818;-6,293;-4,684;-5,781;156,246;-6,238
"deflagrar";0;13,454;-2,258;-0,053;-0,629;-3,007
"definitivo";18,89;-0,425;-4,522;1,438;-0,345;-3,833
"conservador";-1,69;-6,599;-3,551;22,968;2,821;-0,246
"cogitar";-1,991;-0,066;0,975;-4,782;6,736;0,166
"cofre";0,55;15,442;-1,32;-0,628;-1,488;-4,299
"botar";-1,405;-2,884;70,181;-0,943;-1,528;-6,454
"afastamento";12,617;-1,465;-0,309;0,615;-0,381;-2,577
"ônibus";-0,497;3,222;-0,483;-0,597;0,84;-0,644
"ódio";-2,298;-7,801;34,856;9,019;-2,427;-5,591
"título";0,403;-3,963;6,669;0,794;-0,439;-0,959
"turno";-4,319;-5,414;-2,193;-5,181;125,909;-5,591
"soldado";-3,986;-7,2;-1,897;-4,782;-2,109;90,582
"ribeiro";1,31;9,041;-0,422;-2,309;-0,017;-4,729
"referente";1,91;21,434;-2,42;-2,986;-2,574;-3,222
"pé";-0,682;-7,2;32,687;-1,183;0,741;-1,44
"preservar";-0,084;-0,279;-2,743;16,272;-2,918;0
"parlamento";-3,154;-5,697;0,821;-1,763;16,333;0,98
"pacote";-1,69;0,223;-1,605;-0,138;2,821;0,389
"instrumento";-0,475;-1,099;-3,551;35,285;-0,017;-4,729
"instalar";-0,969;-2,826;-0,063;0,014;0,124;6,473
"inocente";14,868;-2,933;-0,038;-0,29;-4,123;0,89
"influenciar";-0,058;0,052;-1,897;10,941;-0,087;-3,013
"guardar";0,948;4,661;-1,044;0;-3,09;-0,532
"fábrica";-1,991;4,927;0,078;0,615;-2,059;-0,719
"fiscalização";-2,655;45,195;-2,581;-1,237;-2,746;-3,438
"edição";-2,489;11,576;-0,004;-1,068;-0,02;-1,249
"determinação";0,403;-2,167;-1,462;-0,758;-0,439;12,983
"delito";23,222;-1,003;-0,025;-0,193;-0,901;-3,438
"câmera";0;1,271;5,597;-0,903;-0,629;-3,007
"cuidado";-1,991;-1,506;-0,038;10,941;2,071;-3,013
"consumo";-0,995;-1,797;6,558;4,846;-1,029;-1,288
"comunicar";-0,475;-0,293;3,313;-2,309;-1,795;5,301
"colunista";0,03;0,359;-0,967;1,218;0,02;-1,288
"belo";-2,157;1,747;0,025;1,894;0,006;-2,792
"basear";3,453;-0,861;0,626;3,792;-4,467;-1,782
"aproveitar";-3,986;-7,2;2,493;2,754;4,069;-0,016
"anúncio";-1,84;-6,899;-0,517;-2,494;2,422;23,932
"amplo";6,501;-7,501;-2,044;6,83;-0,139;-0,048
"abandonar";-2,144;-5,122;-2,044;6,83;-0,882;11,952
"áfrica";-2,988;-0,007;-0,115;-0,39;-1,189;12,964
"vontade";-2,144;-1,721;19,036;-1,335;0,038;-0,048
"violar";2,72;-5,397;0,118;-3,584;-1,189;12,964
"trf4";149,57;-5,706;-4,36;-5,381;-4,639;-5,807
"submeter";2,37;-1,997;0,002;-0,053;0,519;-0,11
"seguro";-3,32;0,044;4,362;-0,036;-1,488;0,742
"rural";-0,995;-1,797;1,903;-1,193;6,013;-0,004
"psol";-0,101;-5,122;-4,036;-4,982;96,545;-5,376
"propaganda";-3,819;0,712;1,194;-2,494;7,494;-1,275
"prioridade";-3,986;-4,831;-0,038;14,878;-0,087;0,89
"previsão";0,839;-1,728;-2,097;-2,588;16,026;-0,046
"presa";10,152;-0,279;1,329;-0,286;-1,043;-3,653
"polêmico";-1,84;-4,541;-0,013;-1,037;47,225;-2,81
"petróleo";-1,658;-0,052;-1,612;-1,99;-1,715;26,745
"parado";0,039;-1,68;4,994;-0,505;0,628;-0,667
"objetivo";-0,026;-4,541;-0,517;-0,209;-0,047;14,42
"méxico";-3,986;-2,933;-0,038;10,941;-0,764;2,189
"motivar";-0,454;0,439;-2,097;0,397;0,006;0,262
"milhar";-1,542;-2,167;10,333;-4,183;-0,002;3,553
"lidar";-4,485;-5,706;0,489;0,073;-0,268;17,297
"licitação";11,736;7,99;-3,713;-2,494;-0,65;-4,945
"investir";-0,237;0,111;1,655;3,115;-1,887;-2,362
"interromper";-2,988;-1,446;1,052;-1,585;0,832;5,586
"graça";0;-2,167;20,055;-0,08;-3,606;-0,165
"fraude";14,868;9,864;-3,875;-4,782;-0,764;-5,16
"durar";-0,026;-2,674;5,292;-2,494;2,422;-0,001
"disposto";-0,909;-3,461;0,05;-1,489;-0,2;18,74
"desejar";-2,452;-5,706;0,489;11,42;-2,588;2,665
"demanda";-3,32;-1,921;-1,32;27,306;-0,344;-0,098
"deltan";20,288;-5,706;-4,36;19,497;-2,588;-5,807
"cuidar";-0,682;2,838;0,975;-1,183;0,08;-1,44
"crítico";-3,819;-2,674;-1,75;16,266;2,422;-0,338
"convencer";-1,542;-0,189;-3,389;-0,758;13,422;0,547
"cláudio";-2,298;36,813;0,05;-1,489;-4,467;-5,591
"carreira";-0,212;-5,697;8,405;13,041;-1,337;-4,083
"caravana";1,8;-1,797;-0,967;0;6,013;-1,288
"aquisição";-0,969;48,525;-2,743;-3,385;-2,918;-3,653
"apresentador";-2,298;-7,801;-0,833;-0,479;8,334;10,885
"apelo";11,736;-4,541;-3,713;-1,037;0,932;1,125
"alteração";7,1;-5,998;-3,228;-3,983;33,022;-2,209
"zé";4,411;-7,2;47,605;-4,782;-0,764;-5,16
"vladimir";-4,485;-8,102;-4,36;-3,246;-2,588;104,5
"trânsito";13,546;-0,137;-0,967;-1,193;0,02;-1,288
"tributário";-1,658;1,625;-1,612;-0,314;10,025;-2,147
"transporte";-0,834;6,571;-2,581;-3,186;0,218;0,593
"tramitar";21,045;-3,677;-1,32;-0,036;1,725;-4,299
"superar";-0,702;-0,078;-0,004;3,047;-0,02;-0,194
"secreto";-3,986;-2,933;-0,038;4,879;-2,109;9,53
"satélite";-3,486;-6,298;-3,389;-4,183;-3,606;98,086
"profundo";-3,653;-6,599;-0,422;35,285;-0,542;0,004
"postar";-3,653;-1,099;63,912;-4,383;-3,778;-0,246
"parceiro";-0,212;-1,68;-1,181;8,963;-0,257;0,15
"pacto";-1,542;10,22;-1,462;-0,08;-1,641;0,028
"operar";-0,702;0,898;0,472;0,127;-2,574;0,056
"ogiva";-4,152;-7,501;-4,036;-4,982;-4,295;116,814
"ocupação";0,03;-1,797;0,039;1,218;0,02;-0,004
"natureza";0,119;-2,933;0,975;19,419;-4,123;-3,013
"mercadante";24,26;-0,501;-1,29;-1,592;-0,029;-1,717
"item";0,9;-0,898;0,951;-0,597;0,84;-0,644
"indenização";72,891;-0,066;-1,897;-4,782;-4,123;-5,16
"impossível";0,688;-3,196;2,151;-0,006;0,038;-0,048
"ilha";-1,84;-1,298;-1,75;-1,037;-3,95;42,695
"foco";5,315;-1,997;-2,258;1,457;2,181;-3,007
"euro";-0,497;3,222;-0,483;-0,597;-0,514;0,507
"etapa";15,575;-0,104;-3,228;0,169;0,002;-4,299
"estrutura";-0,142;-1,446;0,118;10,118;-0,179;-1,817
"estrada";-1,161;-0,303;1,267;0,728;-1,2;0,573
"errar";0,285;-4,251;13,487;0,602;-0,017;-4,729
"emílio";-3,819;68,556;-1,75;-4,582;-3,95;-4,945
"embargo";82,631;-4,251;-3,551;-4,383;-3,778;-0,246
"e_mail";-3,819;77,011;-3,713;-4,582;-3,95;-4,945
"dallagnol";12,568;-7,801;-4,198;26,163;-1,005;-5,591
"corrêa";0,285;42,966;-3,551;-4,383;-3,778;-4,729
"confessar";1,912;15,442;-1,32;-0,628;-3,434;-4,299
"ciar";-2,821;-2,826;-0,063;0,014;-1,043;19,835
"centena";1,212;-0,279;-0,91;-3,385;-0,112;6,473
"bombardear";-4,319;-7,801;-0,833;-5,181;-4,467;99,856
"avançado";-3,819;-4,541;-0,517;16,266;-0,65;2,585
"ator";-1,991;-4,831;15,552;7,608;-0,764;-3,013
"atibaia";1,8;0,359;1,903;-1,193;-1,029;-1,288
"alemão";-3,154;-5,697;-1,181;23,484;-3,262;4,814
"al_assad";-4,485;-8,102;-4,36;-5,381;-4,639;126,183
"absolvição";88,428;-0,414;-3,713;-4,582;-3,95;-4,945
"1o";15,575;-0,104;-1,32;-3,983;0,462;-0,809
"índice";-1,658;-2,996;-0,126;13,64;0,231;-0,404
"vitória";0;-6,298;-1,462;0,092;24,008;-0,959
"visitar";-0,834;-4,796;-0,779;-0,193;-0,058;22,151
"visar";1,91;-0,078;-2,42;-0,115;-0,763;2,536
"transação";-3,32;43,395;-3,228;-3,983;-3,434;-0,098
"tranquilo";0,039;-1,68;17,873;0,275;-1,337;-4,083
"rex";-4,319;-7,801;-4,198;-5,181;-4,467;121,498
"restringir";0,412;-2,27;-0,653;-1,068;4,207;0,837
"restar";-1,69;-0,001;-0,422;0,041;5,214;-0,246
"reserva";-2,157;3,923;3,11;-0,744;0,006;-2,792
"rebater";2,665;5,433;-1,75;-2,494;-0,047;-1,275
"quilômetro";-3,32;-5,998;0,021;-1,943;-3,434;53,54
"prestação";-0,084;40,826;-2,743;-3,385;-2,918;-3,653
"premiado";-0,039;18,888;-2,581;-1,237;-0,058;-3,438
"peso";-1,251;-0,564;-3,066;8,963;-1,337;2,534
"perseguir";4,095;-3,677;-1,32;2,608;-0,344;0,075
"padrão";-2,489;-0,798;0,472;14,666;-2,574;-0,194
"mover";0,191;-1,298;0,239;0,011;-1,951;2,585
"moon";-3,986;-7,2;-3,875;-4,782;-4,123;112,131
"missão";0,039;0,115;-0,178;-1,763;-1,337;4,814
"mineiro";-0,702;7,777;0,472;-2,986;0,347;-3,222
"inicial";11,736;14,578;-3,713;-4,582;-3,95;-2,81
