"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"grau";-2,136;32,87;-2,94;5,274;-2,036;-2,08;-2,368
"gomes";0,458;-4,327;-3,093;-0,684;-6,013;82,279;-4,495
"esposo";-0,042;-2,35;-3,093;-5,45;75,942;-2,2;-4,495
"escritório";-0,524;-1,071;2,995;-0,786;17,667;-4,287;-2,631
"esclarecimento";-2,334;0,012;8,141;-3,356;11,383;-0,861;-4,495
"errado";34,697;-4,056;-0,007;-0,495;-5,637;0,103;-4,213
"enorme";0,056;-2,35;-5,158;27,063;-3,868;-2,2;2,736
"eletrônico";-2,334;-2,35;35,14;0,463;-0,26;-0,861;-4,495
"doleiro";-8,124;-4,327;48,342;-5,45;18,878;-4,157;-4,495
"dodge";-5,31;-4,056;159,237;-5,108;-5,637;-1,961;-4,213
"ditadura";30,533;-0,972;-0,539;-3,356;-3,868;-0,139;-0,253
"deter";-2,535;7,484;1,503;-0,786;0,734;-4,287;-0,001
"costamarques";-7,615;-4,056;-4,835;-5,108;160,466;-3,897;-4,213
"conclusão";0,335;18,938;-0,083;0,011;-4,049;-0,184;-4,636
"combater";0,183;-0,102;-1,301;3,575;-1,881;0,103;0,03
"avançar";-0,014;-0,876;-0,023;-0,065;-0,872;0,664;3,055
"tropa";0,026;-1,852;-2,485;-0,327;-3,149;-0,016;30,35
"torno";-3,419;-4,056;-0,007;0,112;0,402;6,84;0,535
"tom";0,056;-0,193;-1,553;-3,356;-2,194;-0,139;29,466
"tecnologia";4,5;-4,191;-2,94;-1,63;-2,036;-0,771;25,345
"século";78,545;-3,92;-4,673;-0,012;-5,448;-3,766;-4,073
"suspenso";-3,875;11,493;0,085;1,399;-0,001;-0,861;-2,499
"serraglio";-2,334;-4,327;133,745;-3,356;-6,013;-2,2;-4,495
"reuters";-5,805;-4,327;-0,049;-0,684;-6,013;-4,157;117,071
"restrição";-7,615;1,892;-2,788;8,577;-5,637;4,168;1,659
"renúncia";0,087;0,065;-1,599;-1,767;-4,131;40,273;-3,088
"relacionado";-5,557;1,657;20,546;-3,194;-0,194;-0,098;-0,197
"reeleição";-8,124;-0,193;-5,158;-5,45;2,05;92,665;-4,495
"reação";5,953;0,429;-3,093;-1,768;-6,013;0,034;4,81
"provar";-0,042;-2,35;1,732;-0,684;11,383;-2,2;-1,085
"produção";-1,753;-3,92;0;21,515;0,046;-3,766;0,061
"pr";-0,881;9,427;4,14;-5,108;0,402;-0,064;-4,213
"planilha";-7,615;-4,056;-4,835;-5,108;148,015;-1,961;-4,213
"motorista";4,869;-2,702;-3,221;1,773;-0,504;3,611;-2,807
"melhorar";0,183;-4,056;-4,835;11,886;-3,507;0,8;1,659
"medo";15,708;-3,378;-2,037;-4,255;-0,27;0,506;0,32
"idade";6,601;-2,225;-4,997;11,006;-5,825;0,664;-0,982
"governar";5,055;-0,102;-4,835;-0,034;-5,637;18,803;-2,238
"firmar";-1,943;0,06;2,267;-3,032;17,172;-3,897;-0,882
"fidel";63,686;-3,108;-3,705;-0,04;-4,319;-2,986;-3,228
"equipamento";-0,32;-4,191;1,985;0,585;0,298;-2,08;1,44
"diretoria";-5,063;-1,975;7,194;6,388;3,046;-1,842;-4,073
"concreto";-0,001;41,729;-4,835;-0,495;0,402;-3,897;-4,213
"colaborador";-3,875;0,429;19,277;-3,356;5,774;-4,157;-2,499
"ciência";46,898;-0,193;-1,553;-5,45;-2,194;-2,2;-1,085
"bater";26,609;-3,92;-4,673;-2,871;-1,727;4,594;-0,784
"bancoop";-7,106;-3,785;-4,512;-4,767;149,743;-3,636;-3,932
"auxiliar";0,056;-0,193;3,343;-0,105;0,896;-0,139;-4,495
"assembleia";1,248;-2,35;-3,093;-1,768;-2,194;12,362;2,736
"vencer";-0,001;1,892;-2,788;1,882;-0,136;0,103;-0,882
"técnica";2,801;0,535;-1,426;5,274;-2,036;-2,08;-0,982
"transferir";-3,419;3,765;-0,007;-0,034;9,867;-3,897;-0,882
"sério";22,046;-3,92;-4,673;0,892;-5,448;-1,842;1,904
"soviético";-0,61;-3,785;-2,485;-0,001;-5,26;-1,724;70,401
"rj";2,801;12,322;-2,94;-1,63;-3,687;3,778;-4,354
"resultar";-7,361;4,169;-0,299;6,388;0,046;-0,599;-0,102
"redução";-1,943;-0,102;-2,788;20,118;0,018;0,103;-2,238
"pentágono";-5,557;-4,191;-4,997;-1,63;-5,825;-4,027;175,59
"organizado";8,798;-3,378;-0,072;-0,128;0,001;0,007;-1,597
"ocidente";-5,557;-4,191;-4,997;-0,587;-5,825;-2,08;147,756
"negro";12,004;-3,378;-4,028;22,626;-4,695;-3,246;-1,597
"nacala";-4,57;-3,649;-4,35;132,898;-2,971;-3,506;-3,791
"mídia";0,004;2,153;-4,673;-0,012;-0,647;-0,036;3,787
"mentira";5,665;-1,975;1,14;-4,938;0,526;-0,036;-0,784
"diminuir";-0,014;-0,876;-4,997;23,512;-3,687;-0,771;1,44
"desafio";0,982;-1,975;-2,636;-0,408;-3,328;0,154;17,735
"correr";1,502;-0,144;1,985;0,065;-3,687;0,063;-0,982
"corpo";42,869;-3,92;2,579;-2,871;-3,328;-3,766;-4,073
"comportamento";-0,234;-2,1;-4,835;0,728;-5,637;0,103;32,978
"cerimônia";0,109;-0,876;-0,023;-5,279;-0,872;0,063;15,515
"cabeça";27,631;-4,191;0,135;-3,194;-3,687;0,063;-0,982
"braskem";-7,615;-2,1;-2,788;-5,108;136,066;-3,897;-4,213
"andamento";-5,31;0,06;4,14;-1,494;2,68;4,168;-4,213
"absolver";-7,106;106,772;-2,485;-4,767;0,673;-3,636;-3,932
"vivo";15,453;-0,602;-1,058;-2,71;3,453;-1,724;-3,932
"trata_se";-1,943;-2,1;-2,788;0,728;9,867;-0,683;1,659
"teto";-1,753;-1,975;-4,673;0,174;-5,448;94,634;-4,073
"somar";-3,419;-2,1;-2,788;15,733;9,867;-0,064;-4,213
"ruim";13,105;-3,649;-4,35;0,002;-2,971;3,081;-0,035
"rodrigues";-0,015;12,858;-2,185;-0,187;-0,353;1,545;-3,65
"recomendar";-0,881;13,215;0,953;-0,495;0,018;-0,683;-4,213
"recebimento";-7,361;0,797;-0,299;-2,871;61,852;-3,766;-4,073
"quebrar";3,215;-0,782;0,953;-0,495;-1,881;2,155;-2,238
"psd";-7,106;-3,785;-1,058;-2,71;-0,047;111,548;-3,932
"prejuízo";-0,741;18,836;-0,299;0,892;-0,087;-1,842;-4,073
"pobre";1,218;-3,785;-4,512;64,33;-5,26;-3,636;-1,978
"planejar";0,779;-4,056;-2,788;-3,032;-0,757;-1,961;47,008
"perspectiva";5,055;-0,782;-2,788;5,807;-3,507;-1,961;0,535
"original";-0,001;3,765;-0,374;-3,032;1,29;2,155;-4,213
"norte_coreana";-7,615;-4,056;-2,788;-5,108;-5,637;-3,897;198,662
"nomear";0,279;-1,975;14,128;-2,871;-3,328;7,435;-4,073
"melar";-7,361;0,101;0;-2,871;40,13;-0,036;-4,073
"limpo";-3,419;76,028;-4,835;-0,495;-3,507;0,8;-4,213
"liderar";-3,419;-4,056;-1,301;-1,494;-1,881;30,069;8,753
"lamentar";0,549;-0,518;3,307;0,002;-5,072;1,324;-0,598
"jungmann";4,755;-1,729;12,193;-1,103;-5,072;0,298;-3,791
"intercontinental";-7,615;-4,056;-4,835;-5,108;-5,637;-3,897;214,668
"instalação";4,187;-3,785;-1,058;-1,23;5,65;-3,636;0,808
"infra-estrutura";-5,063;-3,92;-2,636;45,554;-0,647;-1,842;1,904
"imaginar";13,062;-4,056;-1,301;8,577;-3,507;-1,961;-0,882
"ilegalidade";-2,749;16,351;3,307;-4,596;2,094;-1,607;-3,791
"homologar";-7,615;3,765;89,183;-5,108;-3,507;-3,897;-4,213
"gebran";-7,615;190,54;-4,835;-5,108;-1,881;-3,897;-4,213
"fichar";-1,753;79,859;-2,636;-4,938;-5,448;2,433;-4,073
"facilitar";-5,31;-2,1;-4,835;3,575;2,68;6,84;0,03
"expressar";-0,001;0,06;-0,374;-1,494;-5,637;-0,064;21,428
"experiência";34,697;-4,056;-2,788;-0,495;-3,507;-3,897;1,659
"existência";-0,61;-0,602;7,871;-1,23;1,793;-1,724;-0,065
"ex_executivos";-7,615;0,06;17,236;-5,108;21,579;-3,897;-4,213
"específico";-0,158;0,101;-0,299;-0,012;5,086;-0,599;-0,784
"elevado";-1,568;-0,602;-2,485;28,466;-0,543;-3,636;0,808
"divisão";-0,048;-3,649;-0,941;0,002;2,094;12,738;-3,791
"decretar";-0,61;20,125;-1,058;-2,71;0,091;0,219;-1,978
"contexto";2,115;0,101;-1,178;0,174;0,046;-1,842;-0,102
"compartilhar";1,79;-4,056;-0,374;-0,034;-0,757;-3,897;16,583
"canal";-1,568;-3,785;-2,485;0,252;-0,047;-0,518;30,35
"bruno";-4,325;23,033;9,416;-0,979;-4,883;0;-3,65
"ausência";-0,881;1,892;-4,835;-0,034;0,402;14,157;-4,213
"advertir";-5,31;-4,056;-4,835;-3,032;-5,637;-0,683;154,364
"absoluto";-3,419;-0,102;13,122;0,112;-0,757;-0,064;-0,146
"violento";2,481;-3,785;-4,512;64,33;-5,26;-3,636;-3,932
"transparência";-5,063;-1,975;18,464;16,898;-3,328;-0,599;-4,073
"tramitação";-7,361;18,836;0;-1,361;-3,328;20,044;-4,073
"telefônico";-7,106;-1,852;77,979;-4,767;-3,149;-3,636;2,175
"telefone";3,676;-0,69;2,579;-0,408;-1,727;-3,766;0,662
"tamanho";1,218;-1,852;-1,058;2,484;-3,149;1,127;0,104
"suspeito";0,4;2,442;2,924;-1,23;-0,047;-1,724;-1,978
"rico";7,895;-3,514;-2,185;1,537;-2,793;1,545;-0,511
"ribeiro";-0,376;1,343;17,685;-4,426;-0,003;-0,366;-3,65
"relativo";-5,063;0,797;0;-1,361;18,448;-0,599;-0,784
"promotor";-4,08;75,34;-0,072;-0,858;-1,142;-3,246;-3,51
"pressionar";-3,193;-1,975;-1,178;-1,361;3,046;-1,842;28,557
"presidir";-2,97;0,155;2,924;-0,001;-0,543;2,741;-0,689
"preferir";-1,753;6,845;0;-4,938;-1,727;4,594;0,662
"natural";48,706;-0,015;-4,35;-0,253;-5,072;-3,506;-1,85
"nascer";27,611;-3,514;-4,189;0,466;-4,883;1,545;-3,65
"monica";0,026;-1,852;-0,231;-4,767;49,668;-3,636;-3,932
"mau";39,527;-3,785;-4,512;1,079;-5,26;-0,518;-1,978
"manobra";-1,753;-1,975;-4,673;0,174;-0,647;0,954;22,825
"jeito";55,633;-1,729;-2,335;-4,596;-0,019;-3,506;-3,791
"jantar";-3,193;-1,975;4,597;0,174;3,046;-0,036;-0,784
"itália";13,105;-1,729;-2,335;0,349;-0,444;-1,607;-0,035
"guimarães";0,4;-0,037;11,244;-4,767;-3,149;5,059;-3,932
"favorecer";-1,753;-3,92;-1,178;0,174;33,929;-1,842;-0,784
"estrangeiro";0,026;-3,785;-1,058;18,158;-0,543;-3,636;0,808
"doar";-0,001;-3,378;-0,719;3,668;7,702;-0,297;-3,51
"dem_rj";-7,361;-1,975;-2,636;-4,938;-5,448;190,773;-4,073
"contestar";-1,753;24,153;0;-2,871;1,526;-0,599;-4,073
"consumo";-6,343;-3,378;-4,028;147,487;-4,695;-3,246;-3,51
"conservador";14,208;-3,92;-4,673;-0,012;-3,328;4,594;-0,102
"complexo";22,046;-0,69;-0,299;0,174;-3,328;-1,842;-2,108
"caro";4,187;-3,785;-0,231;4,465;-0,047;-0,518;-1,978
"andrea";-4,08;-3,378;128,229;-4,255;-2,617;-3,246;-3,51
"aliança";-2,53;-3,514;-4,189;-0,979;-2,793;74,587;0,232
"alertar";0,026;-3,785;-4,512;-1,23;0,673;-0,518;24,332
"afastamento";-2,749;49,289;5,647;-2,551;-5,072;-1,607;-3,791
"adequado";-1,753;-1,975;-4,673;45,554;-1,727;0,154;-0,784
"voz";23,751;-0,602;-4,512;-0,001;-1,576;-3,636;0,104
"turno";-6,343;-3,378;-4,028;-4,255;-2,617;176,279;-3,51
"tráfico";5,119;0,03;5,312;-1,921;-0,871;-1,151;-3,228
"tcu";-6,598;0,305;0,051;-0,979;34,427;-1,491;-3,65
"submarino";-1,388;-3,649;-2,335;-1,103;-5,072;-3,506;107,679
"serra";2,571;-1,368;-1,89;-4,085;0,461;16,046;-3,369
"referente";-7,106;-0,602;-4,512;0,252;74,035;-3,636;-3,932
"recusar";-1,388;5,096;1,59;-2,551;-0,019;-0,44;0,16
"potência";-6,852;-3,649;-4,35;-2,551;-5,072;-3,506;177,186
"pequim";-7,106;-3,785;-2,485;-1,23;-5,26;-3,636;154,372
"luís";-4,57;67,427;0,021;-4,596;0,152;-3,506;-3,791
"lutar";36,232;-3,649;-4,35;-0,253;-5,072;-1,607;0,975
"legado";2,162;-3,378;-4,028;17,542;-4,695;0,506;-0,427
"islâmico";-4,57;-3,649;-4,35;-4,596;-5,072;-3,506;177,186
"irã";-0,048;-3,649;-4,35;-2,551;-5,072;-1,607;95,844
"interior";8,715;0,065;-1,599;-0,014;0,095;-2,856;-1,226
"inimigo";0,549;-0,518;-0,941;0,349;-5,072;-0,003;7,55
"importância";-0,61;0,155;-2,485;28,466;-5,26;-0,016;-0,689
"impor";-0,048;-0,015;-0,941;-4,596;-2,971;-0,44;39,299
"imediato";-1,568;2,442;-1,058;-0,327;-0,543;2,741;0,808
"fundamento";-0,096;54,902;0,004;-2,71;-3,149;-3,636;-1,978
"fronteira";-0,048;-3,649;-2,335;0,002;-2,971;-3,506;55,392
"francisco";12,004;0,405;6,916;-4,255;-4,695;-1,377;-3,51
"fornecer";-0,61;-3,785;-0,231;4,465;3,453;-3,636;0,808
"foguete";-6,852;-3,649;-4,35;-0,253;-5,072;-3,506;147,316
"fator";1,491;-0,518;-2,335;14,991;-2,971;0,298;-3,791
"estudar";9,862;0,222;-0,17;-0,253;-5,072;-0,003;-0,598
"estadão";0,549;-0,518;1,59;-4,596;-5,072;28,975;-3,791
"elogiar";-1,568;-0,037;-0,231;-4,767;-5,26;11,811;14,289
"durar";6,338;-0,037;-4,512;-0,001;-1,576;1,127;-0,065
"deus";55,633;-3,649;-0,941;-2,551;-5,072;-1,607;-0,598
"demanda";-1,568;-3,785;-1,058;41,081;-3,149;-0,016;-0,065
"deflagrar";-7,106;-3,785;121,474;-2,71;-1,576;-1,724;-3,932
"definitivo";-7,106;20,125;-2,485;7,023;-0,543;-0,016;-1,978
"daniel";0,729;0,305;6,251;-4,426;-0,003;0;-3,65
"crítico";2,893;-1,729;-0,941;0,002;-2,971;5,569;-0,035
"confronto";-0,44;-0,39;-2,415;1,786;-0,939;-0,341;10,701
"conferir";1,491;-0,518;3,307;0,002;-2,971;-1,607;0,16
"classificar";-2,97;0,155;-1,058;4,465;-3,149;-0,016;6,904
"caravana";13,241;-0,289;0,983;-4,085;-4,507;2,076;-3,369
"bombardeio";-6,598;-3,514;-4,189;-4,426;-4,883;-3,376;185,984
"bolsa";-0,001;-3,378;-4,028;34,73;-2,617;1,795;-3,51
"bastar";11,971;0,155;-2,485;0,252;-0,543;-0,518;-3,932
"baseado";-1,388;0,222;1,59;-0,253;0,152;-0,44;0,16
"aproveitar";15,453;-3,785;-2,485;0,252;-3,149;1,127;-0,689
"anúncio";0,026;-0,602;-2,485;-4,767;-5,26;2,741;30,35
"amplo";0,026;4,611;-2,485;2,484;-5,26;-0,016;0,104
"afetar";4,187;-0,602;-0,231;2,484;-3,149;-1,724;0,104
"venezuela";27,611;-3,514;-4,189;1,537;-4,883;0;-1,723
"trânsito";-0,305;3,728;-2,253;9,069;-0,787;-0,258;-1,964
"tributário";-4,325;-3,514;-2,185;54,316;-0,353;0,393;-3,65
"trf4";-6,598;145,923;-4,189;-4,426;-0,353;-3,376;-3,65
"tratamento";-0,015;1,343;-0,828;12,034;-1,283;-0,366;-3,65
"tese";-0,048;21,521;-0,941;-2,551;0,844;-1,607;-1,85
"submeter";-2,53;1,343;0,051;-0,187;1,043;0,393;-0,511
"sentir";6,089;0;-2,037;-2,234;-2,617;10,398;-1,597
"retornar";0,068;5,096;-0,941;-2,551;-0,444;8,788;-3,791
"renato";-0,885;-1,368;-3,866;-4,085;82,549;-3,116;-3,369
"psol";-4,325;-0,003;-0,828;-4,426;-2,793;97,388;-3,65
"provocação";-1,388;-1,729;-4,35;-4,596;-5,072;-0,44;107,679
"protestar";5,435;-0,218;-2,092;-2,211;-0,641;4,773;-0,255
"propaganda";0,006;-3,243;-3,866;-2,077;5,572;11,32;-0,349
"profundo";1,491;-3,649;-0,941;14,991;-5,072;-0,44;0,16
"prioridade";2,893;-3,649;-0,941;4,978;-5,072;-0,44;2,478
"primo";-6,598;-1,607;97,791;-4,426;-0,003;-3,376;-3,65
"preservar";-0,488;-1,729;3,307;7,717;-0,444;-3,506;-0,035
"porta_aviões";-6,598;-3,514;-4,189;-4,426;-4,883;-3,376;185,984
"orientação";1,804;-1,607;0,051;-4,426;10,081;0;-3,65
"orientar";-1,214;-1,607;-0,117;-0,979;34,427;-1,491;-1,723
"ocidental";-2,315;-3,378;-4,028;0,044;-4,695;-3,246;94,347
"motivar";-0,015;-1,607;1,859;3,23;-1,283;0;-0,511
"montar";-1,893;0,03;0,242;-0,04;0,045;0,796;0,012
"mercadante";-5,327;-0,112;103,519;-3,573;-3,943;-2,726;-2,947
"matéria";0,224;1,576;0,097;-2,234;-2,617;10,398;-3,51
"juntar";0,068;-0,015;-0,941;-4,596;0,844;3,081;0,16
"jaburu";-4,57;-3,649;92,684;-4,596;-0,019;-1,607;-3,791
"instrumento";0,224;-1,487;-0,072;13,105;-1,142;0,007;-3,51
"físico";6,87;0,009;-1,89;14,279;-4,507;-3,116;-3,369
"fábrica";5,86;-2,972;-0,001;2,888;-0,076;-2,856;-1,226
"extremo";7,078;-0,518;-0,941;1,294;-5,072;-0,44;0,16
"executar";-0,048;-0,015;-4,35;-1,103;12,68;-0,44;0,16
"euro";-6,089;-3,243;-3,866;103,198;-1,004;-3,116;-1,472
"estrutura";17,204;-0,289;-3,866;0,089;-1,004;-0,233;-1,472
"esperança";-0,048;-0,518;-4,35;14,991;-2,971;-0,44;2,478
"domiciliar";-6,089;20,372;32,759;-4,085;-2,442;-3,116;-3,369
"diplomático";-4,57;-3,649;-4,35;0,349;-5,072;-3,506;107,679
"despesa";-6,598;-1,607;-0,117;5,544;13,79;0;-3,65
"contratar";-0,015;-0,437;-0,828;0,466;10,081;-0,366;-3,65
"combinar";-0,488;-3,649;8,609;-0,253;6,27;-0,44;-3,791
"alteração";-2,749;27,399;-0,941;-4,596;-0,019;3,081;-1,85
"abandonar";-0,488;-3,649;-2,335;7,717;-5,072;-0,44;20,325
"índice";-2,53;-3,514;-4,189;92,142;-4,883;-0,366;-1,723
"transporte";-5,073;-2,702;0,635;0,485;1,28;0,246;1,105
"tramitar";-2,315;55,39;-0,072;-0,858;-4,695;0,007;-3,51
"tarefa";-0,015;0,305;-0,828;5,544;0,233;-1,491;-1,723
"sul_coreano";-6,343;-3,378;-4,028;-2,234;-4,695;-3,246;162,878
"sinal";5,387;-3,514;-4,189;1,537;-1,283;0;1,165
"pé";10,882;-0,437;-0,117;-2,392;-4,883;6,127;-1,723
"publicação";-3,837;0,525;4,728;-0,741;0,014;0,025;0,001
"proteção";-0,113;-0,224;-1,744;26,325;-4,319;0,056;-1,348
"preocupar";3,877;-3,378;-2,037;6,168;-4,695;1,795;-0,427
"premiado";-6,343;0;44,717;-2,234;0,001;-0,297;-3,51
"porta";51,854;-3,243;-0,037;-2,077;-4,507;-3,116;-1,472
"polêmico";-0,015;-0,003;-0,828;-2,392;-2,793;38,093;-1,723
"petróleo";-6,089;-3,243;-3,866;44,605;-0,195;-3,116;3,605
"parado";5,119;0,03;-1,744;-0,04;-0,871;0,056;-0,276
"padrão";7,895;-1,607;-0,117;5,544;-2,793;-3,376;-0,511
"pacto";-6,343;-1,487;-4,028;3,668;15,005;-1,377;1,382
"ocupação";28,959;-1,25;-3,705;2,484;-2,267;-2,986;-3,228
"moon";-6,343;-3,378;-4,028;-2,234;-4,695;-3,246;162,878
"maré";34,236;-2,837;-3,382;1,463;-3,943;-0,932;-2,947
"marinho";-6,089;0,009;-3,866;4,157;-4,507;2,076;14,182
"machado";-6,089;-1,368;85,983;-4,085;0,014;-3,116;-3,369
"louco";17,803;-2,837;-1,456;-3,573;-3,943;-0,932;8,644
"leniência";-4,325;-3,514;-0,828;0,016;55,995;-1,491;-3,65
"jorge";-2,53;5,629;-0,117;-0,979;0,233;6,127;-3,65
"investir";1,496;-1,25;-3,705;20,597;0,045;-2,986;-3,228
"inicial";-4,325;12,858;-2,185;-0,979;18,08;-3,376;-1,723
"gás";-2,102;-3,243;-3,866;2,128;3,24;-1,263;9,882
"g20";6,87;-3,243;-3,866;10,232;-4,507;-0,233;0,001
"frase";23,635;-1,25;-0,013;-0,63;-4,319;-0,175;-1,348
"fenômeno";24,607;-3,378;-4,028;1,814;-4,695;-1,377;-0,002
"enfatizar";-2,53;-0,003;0,632;-2,392;-0,003;3,457;1,165
"embargo";-5,581;102,945;-1,599;-1,767;-4,131;-2,856;-0,209
"eliseu";-6,598;-3,514;17,685;-4,426;-1,283;38,093;-3,65
"e_mail";-6,343;-3,378;-4,028;-4,255;133,666;-3,246;-3,51
"distribuir";0,133;-1,607;-0,828;-0,187;6,951;0,393;-1,723
"disposto";0,729;-1,607;-2,185;-2,392;-2,793;0;27,725
"demorar";-0,376;12,858;-4,189;0,466;-1,283;1,545;-1,723
"cuba";44,521;-2,972;-3,543;-3,744;-4,131;-1,041;0,71
"conspiração";48,15;-2,837;-3,382;-3,573;-3,943;-0,932;0,078
"confiar";-0,275;3,512;0,794;-0,128;-4,695;1,795;-0,427
"britânico";0,683;-2,972;-3,543;0,238;-2,094;-1,041;22,494
"botar";51,99;-1,607;-0,828;-0,979;-4,883;-1,491;-3,65
"benjamin";-6,343;124,427;-2,037;-4,255;-1,142;-3,246;-1,597
"beneficiário";-6,598;-3,514;-2,185;-0,187;73,272;-0,366;-3,65
"basear";3,877;0;-0,719;0,606;0,001;-3,246;-0,427
"aquisição";-6,343;-3,378;-4,028;0,044;87,701;-3,246;-3,51
"ampliar";-0,015;1,343;-4,189;12,034;-1,283;0;-1,723
"alterar";-4,08;3,512;-2,037;6,168;-2,617;0,506;0,32
"alerta";-1,214;-3,514;-2,185;0,466;-0,003;0;16,561
"absolvição";-5,835;84,676;-0,513;-3,914;0,045;-2,986;-3,228
"1o";-2,53;1,343;6,251;-4,426;0,233;0,393;-0,511
"ódio";63,686;-1,25;-3,705;-1,921;-4,319;-2,986;-1,348
"vontade";5,119;-1,25;-0,513;-0,63;-0,871;0,056;0,557
"venezuelano";32,198;-3,243;-3,866;-0,079;-4,507;2,076;-3,369
"transação";-6,089;-3,243;-0,613;-0,741;54,824;-3,116;0,001
"terrorista";-0,017;-2,837;-3,382;-3,573;-3,943;-2,726;92,021
"televisão";-0,113;-1,25;-1,744;-0,04;0,045;0,796;4,071
"superar";-2,315;-1,487;-4,028;49,418;-0,27;-1,377;-0,427
"substituir";-2,315;31,207;-0,719;-0,858;-2,617;1,795;-1,597
"seguro";-0,275;-3,378;-4,028;6,168;1,272;-1,377;3,188
"retaliação";-2,315;-1,487;-2,037;-2,234;-4,695;10,398;29,642
"representação";-3,594;2,138;0,242;4,703;-2,267;2,393;-3,228
"renunciar";-6,343;-0,361;4,204;-4,255;-2,617;40,526;-0,427
"quilômetro";-0,001;-1,487;-2,037;-0,858;-2,617;-3,246;52,91
"provável";0,343;0,009;-0,613;-0,741;-4,507;2,076;3,605
"processual";-4,08;46,564;10,301;-4,255;-2,617;-3,246;-3,51
"previsão";-0,001;0,405;-2,037;6,168;-4,695;3,873;-1,597
"posicionar";1,198;-0,289;-1,89;-4,085;-2,442;11,32;1,629
"peso";-0,885;-0,289;-0,613;14,279;-2,442;-1,263;1,629
"pacote";-0,187;0,009;-1,89;-0,741;0,461;0,64;1,629
"operar";0,034;-0,224;-0,513;0,968;0,615;-2,986;0,557
"normal";12,004;0;-0,072;-0,858;-0,27;-0,297;-3,51
"natureza";8,798;0;0,794;0,044;-2,617;-1,377;-3,51
"meta";-0,885;-3,243;-3,866;44,605;-2,442;0,025;-0,349
"marun";-4,08;0,405;0,097;-4,255;-4,695;68,076;-3,51
"marca";0,034;-3,108;0,242;2,484;1,84;-0,175;-3,228
"lucro";-3,594;-3,108;-3,705;32,755;6,257;-1,151;-3,228
"licitação";-6,343;13,915;-0,072;-2,234;15,005;-1,377;-3,51
"jair";-1,046;-1,487;-4,028;-4,255;-4,695;129,782;-3,51
"item";-3,837;-0,289;-3,866;-2,077;72,679;-1,263;-3,369
"influenciar";0,224;0;-2,037;3,668;0,335;0,007;-3,51
"haddad";-3,352;-2,972;-1,599;-3,744;-0,743;107,414;-3,088
"gosto";37,711;-2,972;-3,543;-0,523;-0,743;-0,123;-3,088
"fraude";-6,343;6,214;19,085;-0,128;-0,27;-1,377;-3,51
"fiscalização";-3,837;-1,368;20,616;6,858;-1,004;-3,116;-1,472
"etapa";-1,893;-0,224;8,462;-0,63;1,84;0,056;-3,228
"estrada";17,204;-3,243;-0,037;0,772;-1,004;-3,116;-1,472
"endereço";-0,113;0,03;2,892;-1,921;9,449;-2,986;-3,228
"edição";0,087;-2,972;5,964;-0,014;-0,076;0,102;-1,226
"dispor";-6,089;-3,243;-1,89;4,157;5,572;0,025;1,629
"determinação";-0,275;-0,361;-0,072;-2,234;-0,27;-0,297;17,849
"desemprego";-0,187;-3,243;-3,866;70,874;-4,507;-0,233;-3,369
"desejar";12,004;-1,487;-4,028;0,044;-4,695;-1,377;5,738
"descrever";0,006;-0,289;0,16;-2,077;12,12;-1,263;-1,472
"descartar";-0,187;0,525;-1,89;-0,079;-2,442;7,416;0,428
"delito";-4,08;24,678;6,916;-0,128;-1,142;-3,246;-3,51
"delcídio";-5,327;-1,019;116,785;-3,573;-3,943;-2,726;-2,947
"cuidar";0,343;-0,289;-1,89;-0,741;3,24;2,076;-1,472
"comitê";0,006;-1,368;-1,89;6,858;-4,507;-1,263;9,882
"centrão";-3,352;-2,972;-0,418;-3,744;-4,131;121,743;-3,088
"carolina";19,909;0,405;-0,072;-4,255;-4,695;0,007;-1,597
"braga";-0,056;-2,972;1,456;8,474;-0,076;-0,123;-3,088
"belo";1,496;-3,108;16,953;-0,04;-2,267;-0,175;-3,228
"avançado";-6,089;-1,368;-3,866;44,605;-2,442;-0,233;1,629
"amarillo";33,428;-2,296;-2,737;-1,023;-1,256;-2,206;-0,004
"adversário";8,798;0,405;-2,037;-4,255;-4,695;14,845;-3,51
"abin";-2,102;-1,368;85,983;-0,741;-4,507;-3,116;-3,369
"ônibus";15,392;-1,35;-1,609;-1,7;0,134;-0,021;-1,402
"índio";-0,113;-3,108;-1,744;-0,63;-4,319;-2,986;70,14
"áfrica";-1,893;-1,25;-3,705;15,57;-0,13;-1,151;4,071
"urgência";-0,59;0,835;-0,418;-0,014;-4,131;25,068;-3,088
"título";4,462;-0,289;-3,866;2,128;0,014;-1,263;-0,349
"tranquilo";6,87;-0,289;2,506;-2,077;0,014;-1,263;-3,369
"sozinho";14,608;-3,108;-0,513;-3,914;0,615;-1,151;0,012
"satélite";-5,581;-2,972;-0,001;-3,744;-4,131;-2,856;112,205
"rumo";-0,056;-2,972;5,964;8,474;-4,131;-0,123;-1,226
"retomar";-0,885;3,951;0,16;-0,741;-0,195;0,64;-0,349
"reserva";0,006;-3,243;-0,613;-0,079;21,18;-0,233;-3,369
"recuperação";-0,59;-1,133;-3,543;1,196;-0,076;25,068;-3,088
"quadro";9,806;-0,112;-3,382;3,347;-0,036;-2,726;-2,947
"preto";0,913;-2,837;-0,33;-1,614;4,874;1,19;-1,106
