"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"piloto";-2,979;-1,435;0,013;23,161;-3,058;-0,011
"orçamento";-2,482;-2,259;-0,062;-0,824;18,268;0,059
"objeto";1,439;7,045;-0,015;-1,234;-2,546;-1,945
"metade";-1,682;-0,001;4,347;-0,611;2,9;-2,597
"jinping";-5,802;-10,478;-4,364;-6,217;-5,956;152,974
"irã";-5,636;-10,178;-0,394;-1,032;-3,677;81,377
"fornecer";-3,975;9,921;-0,981;-0,122;-2,072;0,902
"foguete";-5,47;-9,878;-4,004;-5,86;-5,615;143,578
"estudar";-1,143;-5,976;15,695;0,897;0,255;-2,124
"eletrônico";7,458;-1,456;0,009;-0,423;1,068;-2,57
"diário";-1,396;0,002;-5,592;11,011;3,591;-2,487
"ditadura";-0,004;-6,269;34,325;-1,509;-0,405;-1,061
"deter";8,944;0,893;-1,256;-1,101;-4,421;0,047
"daniel";-1,02;24,446;-0,426;-1,234;-0,251;-5,79
"comportamento";-3,382;-7,445;3,369;-0,917;-0,151;17,666
"bater";-3,224;-5,077;-2,157;25,455;2,853;-0,58
"advertir";-5,969;-10,779;-4,545;-4,251;-2,332;126,389
"vazamento";3,581;10,275;-1,896;-0,501;-1,61;-4,501
"tamanho";-0,352;-6,269;-3,289;20,191;0,176;0,189
"substituir";14,933;-7,178;0,018;-4,258;4,172;-0,435
"rj";7,137;-1,908;0,284;-3,547;6,791;-4,286
"retornar";-0,676;-2,916;-0,183;-0,847;14,316;0,171
"restrição";-2,482;-4,482;-0,922;-2,659;18,268;5,182
"renunciar";-2,596;-0,417;-0,041;-0,411;23,08;-2,124
"quebrar";-1,682;0,973;-0,723;1,019;1,203;-1,105
"publicitário";-3,066;46,068;-0,181;-1,795;-3,188;-6,651
"provocação";-1,93;-10,178;-6,34;-2,239;-2,044;98,458
"prejuízo";17,677;0,022;1,576;-1,509;-2,866;-6,22
"poderoso";-0,609;-1,992;-0,964;-1,941;-5,444;44,533
"petrobrás";0,697;34,018;-4,658;-0,972;-4,25;-5,36
"nomeação";1,551;-1,2;-0,361;0,085;4,245;-2,355
"mato";-2,151;21,397;-0,001;-0,55;-2,208;-2,784
"jon_un";-5,802;-10,478;-4,364;-6,217;-5,956;152,974
"governar";-0,518;-9,277;9,231;-0,111;11,04;-2,672
"glauco";18,161;-0,895;-0,558;-0,531;-0,509;-0,642
"fidel";-1,157;-2,09;-0,01;17,429;0;-1,498
"extremo";-1,793;-7,445;7,81;6,034;-3,513;1
"estadão";-0,787;-3,178;-2,584;16,446;9,341;-5,36
"dólar";-2,814;12,358;-0,197;-0,143;-2,888;0
"disparar";-1,268;-6,269;-5,405;-1,509;-1,357;67,949
"diretoria";-1,982;42,901;-4,471;-2,226;-0,078;-5,145
"desvio";13,479;13,573;-1,695;-5,148;-4,932;-4,024
"descartar";-1,02;-5,684;-0,426;-0,327;11,087;2,689
"dem";-1,793;-5,355;-6,153;-5,86;143,751;-7,081
"decretar";20,373;-2,155;-0,426;-0,001;0,002;-3,612
"cumprimento";12,666;0,727;0,009;-2,127;-2,038;-2,57
"cooperação";-2,596;-0,038;15,695;-4,97;-4,762;4,078
"concreto";57,917;-5,976;0,703;-0,411;-4,762;-6,005
"bairro";-0,661;1,65;-0,744;0,311;0,356;-0,856
"avisar";-3,066;8,641;-0,181;0,029;-1,625;-0,048
"apreender";-0,787;52,712;-4,658;-0,972;-4,25;-5,36
"aliar";-4,639;-2,387;-0,523;-4,97;10,189;12,316
"soviético";-4,639;-8,377;-0,041;-0,013;-4,762;55,993
"somar";0,168;5,577;-3,165;0,091;0,136;-3,642
"serraglio";-1,323;12,239;-0,061;-0,04;-1,358;-1,713
"salvador";-4,971;7,04;1,335;-1,651;3,591;-6,436
"reuters";-4,473;-8,077;-2,935;-2,723;-4,591;104,811
"resumir";-0,21;-3,709;9,347;-0,001;-0,251;0,015
"resolução";-1,268;-6,269;-1,695;-5,148;-0,405;60,141
"psdb_mg";-2,482;50,341;-2,792;-2,659;-2,548;-3,213
"pr";12,5;1,821;-3,467;-0,069;-0,033;-6,436
"organizado";-1,102;4,693;4,254;-1,269;-1,164;-1,808
"melhorar";-3,975;-7,178;0,484;3,756;2,138;0,902
"juntar";-0,277;-0,417;-5,218;0,174;1,086;4,078
"islâmico";-5,636;-10,178;-1,211;-2,239;-3,677;98,458
"interlocutor";-0,902;26,476;-1,256;-2,556;0,016;-5,575
"intercontinental";-5,802;-10,478;-6,527;-6,217;-5,956;164,164
"inglês";-4,639;-5,976;0,703;-0,411;-0,325;24,995
"impunidade";-1,396;-8,977;44,723;3,182;-1,49;-6,436
"grau";33,682;-6,269;7,783;-3,058;-2,866;-4,024
"firmar";0,153;32,437;-0,733;-5,326;-5,103;-2,487
"expressar";-0,432;-6,562;0,022;-0,598;-0,033;17,484
"estrangeiro";-4,307;0;7,075;-1,101;-4,421;5,185
"elogiar";-2,441;-8,077;-1,4;-0,327;4,996;17,377
"doar";-3,311;30,633;-3,725;-0,398;0,004;-4,286
"desistir";-1,534;-0,899;-3,911;1,266;3,359;1,738
"contribuição";-1,388;3,279;-0,488;0;3,882;-4,286
"confiar";0,684;-6,856;6,47;0,453;-0,064;-0,477
"conclusão";3,478;-1,928;4,493;0,358;-0,185;-5,575
"ciência";-0,609;-7,15;46,377;0,346;-3,351;-2,859
"avançar";-0,57;-2,658;0,642;-0,726;0,155;4,676
"alemanha";-4,307;-7,777;28,734;-0,25;-4,421;5,185
"aborto";-2,151;-3,884;28,246;0,001;0,008;-2,784
"tráfico";2,386;0,247;-0,02;0,448;-0,612;-2,999
"telefone";-1,02;1,639;-2,935;2,51;-4,591;2,689
"tecnologia";-4,971;-6,562;2,751;-0,069;-1,49;21,728
"suspenso";1,223;5,577;-1,235;-1,118;-1,02;-0,402
"sugestão";10,697;-0,417;0,703;-2,89;1,086;-6,005
"sinal";-4,971;-2,864;0,426;5,269;-0,492;3,176
"rodrigues";3,933;-0,69;-2,584;-0,972;17,587;-5,36
"reino";-5,304;-9,578;-5,966;-5,682;-3,351;138,882
"reeleição";-1,793;0,03;-4,004;-5,86;72,652;-7,081
"recebimento";6,788;34,74;-5,405;-5,148;-4,932;-6,22
"publicação";1,323;0,973;-0,723;-0,611;-0,013;-0,241
"promotor";54,452;-1,493;0,018;-4,258;-2,072;-5,145
"produção";-2,979;4,693;0,585;-3,192;-1,164;1,281
"pressionar";-3,066;1,512;-0,181;-3,396;-1,625;12,662
"preferir";2,369;-0,541;-5,405;-0,035;4,015;-0,003
"patrimônio";1,924;0,115;-0,062;3,934;-2,548;-3,213
"negro";-2,814;-5,081;23,986;0,091;-1,02;0
"luís";15,36;0,953;-1,488;-1,417;-1,358;-1,713
"louco";-4,473;-8,077;2,152;2,51;-1,099;9,967
"liminar";71,305;-4,183;-2,606;-2,482;-0,612;-2,999
"lamentar";-1,388;-1,908;-0,488;19,165;0,004;-0,802
"jantar";-3,643;25,447;-4,098;-0,611;-0,013;-1,105
"inocência";86,503;-4,524;-0,125;-3,227;-3,027;-6,436
"importância";-2,287;-5,392;10,24;5,046;0,016;-1,77
"herman";160,936;-6,856;-5,779;-3,396;-5,274;-6,651
"g20";-3,975;-7,178;64,054;-4,258;-0,738;-0,015
"fábio";-4,307;78,842;-4,845;-4,614;-2,387;-5,575
"frase";-2,596;-8,377;-0,523;53,279;-0,001;-2,124
"folha";-0,288;1,635;-3,725;25,039;-3,399;-4,286
"facilitar";-4,639;4,216;1,847;-4,97;1,086;-0,215
"executar";0,122;-0,063;1,583;-4,258;-0,738;2,209
"escritório";0;22,687;-1,896;-1,74;-3,569;-0,95
"esclarecimento";5,894;17,742;-2,759;-4,614;-0,975;-5,575
"enorme";-2,752;-8,677;40,579;-0,502;-2,866;0,851
"corpo";-0,45;0,446;0,54;5,587;-2,208;-2,784
"colaborador";2,071;32,437;-1,847;-5,326;-5,103;-4,231
"classificar";-0,21;-2,155;6,387;-4,792;-0,251;4,603
"aplicar";2,701;-2,387;0,703;-2,89;1,086;0,001
"andamento";2,685;3,396;-4,284;-2,062;4,719;-4,931
"afetar";-2,441;-5,684;16,952;0,256;-0,251;0,015
"trata_se";-1,02;1,639;-0,426;-0,327;-0,251;1,286
"suspeito";6,539;2,399;-1,117;-0,181;-4,25;-0,546
"sentir";-0,352;-4,251;-0,078;8,602;4,015;-2,304
"relacionado";0,41;7,216;-0,602;-3,725;-0,421;-0,161
"protestar";-0,337;-3,585;-0,49;-2,127;35,463;-0,714
"primo";-1,388;58,717;-3,725;-3,547;-3,399;-4,286
"potência";-5,304;-9,578;-3,824;-5,682;-5,444;138,882
"pentágono";-5,304;-9,578;-3,824;-5,682;-5,444;138,882
"melar";-0,375;27,902;-3,911;-3,725;0,351;-4,501
"limpo";24,522;-4,8;-2,001;-1,795;11,04;-6,651
"jungmann";-2,316;-1,987;1,764;0,448;9,091;-2,999
"existência";-0,21;4,823;0,878;-0,327;-4,591;-0,147
"esperança";-0,21;-8,077;12,868;-0,001;-1,099;1,286
"encerrar";-0,149;-5,392;-0,337;11,188;-2,387;3,104
"empréstimo";-3,145;55,369;-1,561;-3,37;-3,228;-4,072
"dodge";4,219;-1,194;-0,744;0,311;0,356;-0,856
"diminuir";-0,787;-7,477;15,212;-0,181;-0,854;1,859
"costamarques";18,161;-0,895;-0,558;-0,531;-0,509;-0,642
"contratar";-0,14;7,436;-1,397;0,728;-1,164;-1,808
"conspiração";-2,287;-7,777;56,562;-2,556;-2,387;0,047
"bruno";18,922;-0,79;-0,062;-0,824;-0,017;-3,213
"beneficiário";-2,909;48,987;-5,592;-0,598;-0,492;-6,436
"aliança";-4,307;-5,392;-1,256;0,358;21,06;0,534
"alexandre";0;0,247;-2,606;13,408;-0,612;-2,999
"testar";-4,805;-8,677;-3,289;-3,058;-4,932;114,135
"resultar";5,636;0,973;-0,069;-3,903;-0,521;-0,241
"renato";-2,287;49,174;-1,256;-1,101;-4,421;-5,575
"recusar";3,933;0,357;-0,256;-2,39;-0,854;0,098
"recomendar";6,237;0,398;-1,235;0,091;-0,103;-3,642
"recado";-1,143;-0,038;-5,218;0,174;10,189;0,001
"psd";-4,473;-0,305;-5,031;-2,723;87,412;-5,79
"proteção";-1,534;-3,946;27,377;0,264;-1,61;-0,95
"presidir";-0,828;0,619;-1,077;-2,837;11,056;-0,29
"prender";37,519;-0,556;-3,538;0,008;-1,31;-4,072
"palestra";0,418;-0,79;-0,922;17,237;-0,744;-3,213
"original";6,539;-0,69;-1,117;0,482;1,823;-5,36
"orientar";0,04;2,066;0;-0,304;-1,31;-0,044
"nomear";-0,288;0,046;-3,725;3,509;6,791;-4,286
"nascer";-4,307;-5,392;34,816;0,002;0,47;-3,407
"motorista";-1,819;-0,143;0,052;-0,305;14,241;-2,355
"montar";0,04;0,12;-0,382;-1,424;0,659;0,154
"manobra";-2,287;-3,442;-2,759;0,358;0,016;18,823
"madrugada";0,418;-2,259;-0,922;0,289;7,877;-1,242
"jeito";-0,787;-3,178;-1,117;72,874;-4,25;-5,36
"jair";-5,137;-6,856;-2,001;-0,111;99,266;-6,651
"itália";-1,831;-2,658;35,622;-2,062;-0,627;-0,333
"interior";1,551;-3,286;-0,361;7,971;-1,868;0,002
"infra-estrutura";-1,985;-0,271;0,791;-2,127;-0,369;8,676
"homologar";0,41;39,951;-3,911;-3,725;-3,569;-4,501
"gebran";160,936;-6,856;-5,779;-3,396;-5,274;-6,651
"fundamento";49,954;-5,976;0,703;-4,97;-1,226;-2,124
"favorecer";-3,809;23,23;0,051;-2,062;-1,917;-1,265
"experiência";-4,473;-5,684;0,878;28,705;-4,591;0,395
"ex_executivos";-0,098;59,85;-4,658;-4,436;-4,25;-5,36
"elevado";0,011;-1,908;-0,007;6,247;-3,399;0,752
"diplomático";-5,137;-9,277;-0,181;-3,396;-5,274;94,004
"desemprego";-2,316;-4,183;7,837;8,488;-0,001;-2,999
"desafio";-2,441;-3,709;0,878;-1,234;-0,251;17,377
"cuba";-0,07;-2,688;2,125;-0,109;0,433;0,131
"confronto";-0,571;-1,987;-0,772;-2,482;2,238;10,124
"comunista";-4,639;-3,979;1,847;-2,89;-0,325;24,995
"combinar";-4,141;19,401;-0,256;0,482;-0,854;-5,36
"cerimônia";-2,441;-0,009;-0,015;-4,792;1,301;7,029
"britânico";-4,141;-5,101;7,833;-0,972;-2,229;15,931
"braskem";-2,909;92,286;-5,592;-5,326;-5,103;-6,436
"bashar";-5,304;-9,578;-5,966;-5,682;-5,444;150,05
"auxiliar";0,011;3,279;-0,488;0,386;0,004;-4,286
"ausência";4,778;-3,979;8,53;-2,89;2,496;-6,005
"assembleia";-1,682;-6,578;-4,098;1,019;12,399;3,061
"alterar";2,701;-3,979;1,847;-1,37;0,255;0,001
"adequado";-0,277;-2,387;15,695;-0,411;0,255;-2,124
"índio";-3,809;-6,878;0,051;-2,062;-3,91;58,388
"voz";-0,787;-7,477;1,314;21,303;-2,229;-0,045
"técnica";1,603;-3,946;4,965;1,266;-1,61;-0,95
"transparência";-0,963;3,185;2,431;-1,118;0,136;-3,642
"tese";35,796;-2,387;-1,546;-0,411;-2,705;-0,215
"terrorista";-4,141;-7,477;-1,117;1,574;-4,25;43,813
"televisão";-2,752;-0,086;-1,695;1,883;0,176;1,989
"sozinho";-2,596;-1,199;0,703;4,022;-2,705;2,319
"relativo";8,944;5,5;-1,256;-4,614;-0,975;-1,77
"pp";-4,805;25,101;-3,289;-3,058;6,411;-6,22
"posicionar";-2,441;-3,709;2,152;-4,792;4,996;4,603
"porta";-1,982;-0,542;-0,981;28,817;-0,078;-3
"perspectiva";-0,277;-5,976;36,527;-1,37;-2,705;0,001
"pequim";-4,971;-6,562;-3,467;-3,227;-5,103;108,572
"particular";1,323;-0,287;0,105;-1,9;-0,013;0,396
"ocidente";-4,971;-8,977;0,022;-5,326;-3,027;80,643
"ocidental";-4,639;-8,377;-0,041;-2,89;-4,762;80,512
"normal";0,224;-0,541;1,576;3,582;-0,012;-6,22
"natural";-1,388;-3,66;-0,007;39,139;-1,459;-2,199
"nacala";-0,496;0,182;0,708;0,786;-0,509;-0,642
"monica";0,122;25,935;-2,41;-0,122;-4,08;-5,145
"mau";-4,141;-5,101;2,88;26,788;-0,854;-1,598
"marca";-1,534;13,873;-0,602;-0,009;-0,421;-2,397
"machado";-1,102;52,023;-3,351;-3,192;-3,058;-3,857
"legado";-1,982;-7,178;33,119;-0,847;0,778;-1,43
"invadir";-0,375;-6,279;-0,031;-0,009;6,018;1,738
"imediato";1,695;-7,777;4,493;-4,614;0,47;1,553
"ilegalidade";25,665;0,676;-2,935;-1,234;-0,251;-5,79
"flagrar";-0,697;21,516;-0,922;-2,659;-2,548;-0,19
"explodir";-4,307;-7,777;-0,337;-4,614;-4,421;90,104
"domiciliar";31,015;-0,143;-0,361;-1,949;-1,868;-2,355
"divisão";-4,307;5,5;0,249;-1,101;5,563;-5,575
"distribuir";-1,682;6,29;-4,098;2,581;0,241;-2,597
"dezena";1,541;-0,162;-1,077;-0,969;-2,718;7,536
"despesa";-0,571;13,512;-0,772;-2,482;0,542;-2,999
"contexto";0,122;0,055;0,484;-0,847;-0,078;-0,015
"contestar";33,698;0;-0,337;-2,556;-0,975;-5,575
"complexo";1,082;-4,522;23,233;0,1;-3,91;-2,798
"compartilhar";-0,676;-1,493;-0,183;-0,122;-2,072;17,372
"celular";-3,809;11,098;-4,284;14,588;-1,917;-4,931
"carvalho";-0,57;0,723;0,051;10,468;-1,917;-4,931
"bombardeio";-4,805;-6,269;-5,405;-5,148;-4,932;124,802
"bolsa";-1,985;-1,456;-0,49;6,665;7,15;-2,57
"baseado";0,739;0,12;0;-1,424;-0,243;0,154
"alimento";-0,827;-0,025;-0,93;2,439;-0,848;1,726
"agressão";-1,982;-7,178;-0,981;1,867;-0,738;22,131
"abin";-0,992;2,476;5,352;-1,063;-1,018;-1,284
"violento";-1,323;-2,389;31,249;-0,04;-1,358;-1,713
"venezuelano";-3,477;-6,279;1,054;29,189;0,351;-4,501
"tratamento";4,439;-0,542;0,484;1,867;-0,738;-5,145
"tramitação";4,439;-1,493;-0,981;-4,258;24,447;-5,145
"teto";-3,809;-6,878;-2,237;-0,726;97,595;-4,931
"telefônico";-0,005;9,092;-2,066;-3,903;-1,763;1,415
"tcu";4,439;21,224;-2,41;-4,258;-2,072;-5,145
"tarefa";1,986;0,015;5,053;-0,181;-2,229;-3,203
"sul_coreano";-4,473;-8,077;-5,031;-4,792;-4,591;126,545
"rumo";-3,643;-4,233;14,793;1,019;-0,521;0,005
"retomar";-0,14;-1,435;0,013;0,728;2,563;-0,526
"retaliação";-2,441;-8,077;-5,031;-0,327;4,996;26,833
"quadro";-1,02;-1,02;9,347;13,992;-4,591;-5,79
"preocupar";-2,441;-5,684;21,598;-0,001;-0,251;0,015
"orientação";-1,534;1,274;-1,896;5,51;1,47;-4,501
"moscou";-4,971;-8,977;-5,592;-3,227;-5,103;129,494
"leniência";-2,596;69,729;-5,218;-2,89;-2,705;-6,005
"jorge";0,558;0,558;-0,488;-3,547;10,507;-4,286
"jaburu";-3,809;60,789;-2,237;-4,081;-1,917;-4,931
"inteiro";-2,441;-2,155;-0,426;34,772;-2,546;-0,147
"impor";-0,056;-4,811;-2,41;-0,122;-0,738;27,465
"habitante";-1,323;-2,389;-1,488;3,16;3,415;0,3
"gás";-3,975;0,52;-0,981;-0,122;-2,072;13,189
"guimarães";8,032;-1,668;-0,382;-1,424;7,662;-4,072
"físico";0,279;-2,987;4,481;4,88;-1,698;-2,141
"figura";-1,831;0,126;9,595;0,809;-0,627;-4,931
"fichar";22,444;-8,677;-5,405;-0,502;21,569;-6,22
"fator";-0,787;-5,101;44,278;0,018;-0,854;-5,36
"esconder";-3,311;5,488;-1,727;1,555;-0,328;-0,095
"detalhar";-4,639;49,014;-3,111;-4,97;-0,325;-2,124
"descrever";-0,21;12,747;-0,015;-0,327;-4,591;-0,79
"dem_rj";-4,805;-6,269;-5,405;-5,148;157,895;-6,22
"deflagrar";0;13,512;-0,02;-2,482;-0,612;-2,999
"definitivo";17,677;-0,541;3,122;-5,148;-0,405;-4,024
"conservador";-1,682;-6,578;25,203;-3,903;2,9;-0,241
"cogitar";-2,134;-0,126;-4,658;1,574;6,188;0,098
"cofre";0,558;15,514;-0,488;-1,581;-1,459;-4,286
"botar";-1,396;-2,864;-0,733;62,75;-1,49;-6,436
"afastamento";12,666;-1,456;0,791;-0,423;-0,369;-2,57
"ônibus";-0,496;3,235;-0,558;-0,531;0,858;-0,642
"ódio";-2,287;-7,777;18,32;19,745;-2,387;-5,575
"título";0,195;-4,522;6,368;2,201;-0,627;-1,265
"turno";-4,307;-5,392;-4,845;-2,556;127,259;-5,575
"soldado";-3,975;-7,178;-4,471;-2,226;-2,072;90,852
"ribeiro";1,323;9,092;-2,066;-0,611;-0,013;-4,716
"referente";1,924;21,516;-2,792;-2,659;-2,548;-3,213
"pé";-0,676;-7,178;-2,41;35,282;0,778;-1,43
"preservar";-0,082;-0,274;17,892;-3,014;-2,888;0
"parlamento";-3,145;-5,68;0;-0,304;16,583;0,991
"pacote";-1,682;0,229;-2,066;-0,034;2,9;0,396
"instrumento";-0,469;-1,088;38,369;-3,903;-0,013;-4,716
"instalar";-0,963;-2,813;0,05;-0,143;0,136;6,508
"inocente";14,933;-2,916;0,018;-0,847;-4,08;0,902
"influenciar";-0,056;0,055;12,296;-2,226;-0,078;-3
"guardar";0,739;3,933;0;-0,304;-3,228;-0,66
"fábrica";-1,985;4,955;0,791;0,025;-2,038;-0,714
"fiscalização";-2,814;40,962;-0,197;-3,014;-2,888;-3,642
"edição";-2,648;10,02;-1,077;-0,081;0,233;-1,427
"determinação";0,41;-2,153;-0,602;-1,74;-0,421;13,044
"delito";23,305;-0,995;-0,122;-0,081;-0,88;-3,428
"câmera";-0,009;0,909;0,213;1,589;-0,744;-3,213
"cuidado";-1,982;-1,493;12,296;-0,122;2,138;-3
"consumo";-0,496;-0,895;5,904;0,786;-0,509;-0,642
"comunicar";-0,469;-0,287;-2,066;2,581;-1,763;5,335
"colunista";0,03;0,363;1,416;-1,063;0,023;-1,284
"belo";-2,316;1,284;4,26;-0,006;-0,001;-2,999
"basear";3,478;-0,85;7,075;0,002;-4,421;-1,77
"aproveitar";-3,643;-6,578;2,244;1,019;5,332;0,005
"anúncio";-1,831;-6,878;-2,237;-0,726;2,495;24,028
"amplo";8,039;-6,878;3,8;-2,062;-0,04;-0,001
"abandonar";-2,134;-5,101;5,053;-0,181;-2,229;12,012
"áfrica";-2,979;-0,006;-0,284;-0,218;-1,164;13,022
"vontade";-2,134;-1,707;-1,117;16,446;0,045;-0,045
"violar";2,739;-5,38;-3,351;0,037;-1,164;13,022
"trf4";149,987;-5,684;-5,031;-4,792;-4,591;-5,79
"submeter";2,386;-1,987;-0,772;0,448;0,542;-0,107
"seguro";-3,643;-0,001;0,83;2,581;-1,763;0,396
"rural";-0,992;-1,791;-1,116;1,572;6,101;-0,004
"psol";-0,098;-5,101;-4,658;-4,436;97,619;-5,36
"propaganda";-3,809;0,723;-2,237;0,809;7,647;-1,265
"prioridade";-3,975;-4,811;16,554;-0,122;-0,078;0,902
"previsão";0,847;-1,719;-2,419;-2,304;16,25;-0,045
"presa";10,197;-0,274;-1,235;2,752;-1,02;-3,642
"polêmico";-1,682;-4,233;-2,066;-0,034;51,236;-2,597
"petróleo";-1,654;-0,05;-1,861;-1,772;-1,698;26,83
"parado";0;-2,153;-0,602;8,752;0,351;-0,95
"objetivo";-0,024;-4,522;-0,121;-0,726;-0,04;14,486
"méxico";-3,975;-2,916;16,554;-0,847;-0,738;2,209
"motivar";-0,45;0,446;0,54;-2,304;0,008;0,267
"milhar";-1,388;-1,908;-3,725;6,247;0,004;4,169
"lidar";-4,473;-5,684;-0,015;1,093;-0,251;17,377
"licitação";11,791;8,038;-2,237;-4,081;-0,627;-4,931
"investir";-0,234;0,115;7,389;0,085;-1,868;-2,355
"interromper";-2,979;-1,435;-1,397;0,728;0,867;5,618
"graça";-0,024;-2,658;-0,121;24,873;-3,91;-0,333
"fraude";14,933;9,921;-4,471;-4,258;-0,738;-5,145
"durar";-0,024;-2,658;-4,284;7,03;2,495;-0,001
"disposto";-0,902;-3,442;-1,256;0,002;-0,185;18,823
"desejar";-2,441;-5,684;12,868;0,256;-2,546;2,689
"demanda";-2,979;-1,435;16,074;-0,218;-0,167;-0,011
"deltan";20,373;-5,684;9,347;-0,327;-2,546;-5,79
"cuidar";-0,676;2,865;-0,981;0,05;0,778;-1,43
"crítico";-3,809;-2,658;18,028;-4,081;4,719;-0,333
"convencer";-1,534;-0,184;-0,602;-3,725;13,645;0,555
"cláudio";-2,287;36,954;-1,256;0,002;-4,421;-5,575
"carreira";-0,469;-6,578;0,105;48,72;-1,763;-4,716
"caravana";1,192;-2,09;-0,01;-0,003;4,542;-1,498
"aquisição";-0,963;48,68;-3,165;-3,014;-2,888;-3,642
"apresentador";-2,287;-7,777;-0,337;-1,101;8,504;10,942
"apelo";11,791;-4,522;-0,849;-4,081;0,974;1,138
"alteração";7,137;-5,979;-3,725;-3,547;33,455;-2,199
"zé";4,439;-7,178;-4,471;42,4;-0,738;-5,145
"vladimir";-4,473;-8,077;-2,935;-4,792;-2,546;104,811
"trânsito";13,59;-0,135;-1,116;-1,063;0,023;-1,284
"tributário";-1,654;1,638;-0,244;-1,772;10,173;-2,141
"transporte";-0,828;6,609;-2,978;-2,837;0,233;0,601
"tramitar";21,126;-3,66;-0,007;-1,581;1,781;-4,286
"superar";-0,697;-0,075;3,544;-0,034;-0,017;-0,19
"secreto";-3,975;-2,916;5,675;-0,122;-2,072;9,581
"satélite";-3,477;-6,279;-3,911;-3,725;-3,569;98,368
"profundo";-3,643;-6,578;38,369;-0,611;-0,521;0,005
"postar";-3,643;-1,088;-2,066;48,72;-3,739;-0,241
"parceiro";-0,209;-1,668;10,061;-1,424;-0,243;0,154
"pacto";-1,534;10,275;-0,031;-1,74;-1,61;0,029
"operar";-0,697;0,909;0,213;0,289;-2,548;0,059
"ogiva";-4,141;-7,477;-4,658;-4,436;-4,25;117,149
"ocupação";0;-2,09;3,916;1,004;-1,188;-0,054
"natureza";0,195;-2,658;23,233;0,1;-3,91;-2,798
"mercadante";24,335;-0,497;-1,488;-1,417;-0,026;-1,713
"item";0,905;-0,895;-0,558;0,786;0,858;-0,642
"indenização";77,777;-0,02;-4,284;-4,081;-3,91;-4,931
"impossível";0,697;-3,178;0,355;0,482;0,045;-0,045
"ilha";-1,831;-1,286;-2,237;-0,726;-3,91;42,843
"foco";5,342;-1,987;-0,02;-0,006;2,238;-2,999
"euro";-0,496;3,235;-0,558;-0,531;-0,509;0,51
"etapa";15,64;-0,101;0,284;-3,547;0,004;-4,286
"estrutura";-0,14;-1,435;11,292;0,037;-0,167;-1,808
"estrada";-1,157;-0,299;0,882;1,004;-1,188;0,579
"errar";0,29;-4,233;-0,723;26,925;-0,013;-4,716
"emílio";-3,809;68,772;-4,284;-2,062;-3,91;-4,931
"embargo";82,877;-4,233;-4,098;-3,903;-3,739;-0,241
"e_mail";-3,809;77,248;-4,284;-4,081;-3,91;-4,931
"dallagnol";13,728;-7,477;7,833;0,018;-0,854;-5,36
"corrêa";0,29;43,117;-4,098;-3,903;-3,739;-4,716
"confessar";1,928;15,514;-0,488;-1,581;-3,399;-4,286
"ciar";-2,814;-2,813;0,05;-0,143;-1,02;19,913
"centena";0,958;-0,406;-3,351;-0,218;-0,167;5,618
"bombardear";-4,307;-7,777;-4,845;-1,101;-4,421;100,154
"avançado";-3,809;-4,522;18,028;-0,726;-0,627;2,607
"ator";-1,982;-4,811;0,484;35,282;-0,738;-3
"atibaia";1,81;0,363;-1,116;1,572;-1,018;-1,284
"alemão";-3,311;-5,979;29,787;-1,581;-3,399;4,169
"al_assad";-4,473;-8,077;-5,031;-4,792;-4,591;126,545
"absolvição";88,689;-0,407;-4,284;-4,081;-3,91;-4,931
"1o";15,64;-0,101;-3,725;-1,581;0,489;-0,802
"índice";-1,323;-2,389;7,137;-0,04;0,712;-0,145
"vitória";-0,005;-6,578;-0,069;-0,611;28,511;-1,105
"visitar";-0,828;-4,782;-0,122;-0,969;-0,052;22,233
"visar";2,386;-0,019;-0,772;-2,482;-0,612;3,161
"transação";-3,311;43,543;-3,725;-3,547;-3,399;-0,095
"tranquilo";0,04;-1,668;-1,561;34,487;-1,31;-4,072
"rex";-4,307;-7,777;-4,845;-4,614;-4,421;121,847
"restringir";0,418;-2,259;-0,922;-0,824;4,296;0,847
"restar";-1,682;-0,001;0,105;-0,611;5,332;-0,241
"reserva";-2,316;3,129;0,351;0,448;-0,001;-2,999
"rebater";2,314;4,745;-2,41;-0,847;-0,078;-1,43
"quilômetro";-3,311;-5,979;-0,488;-0,398;-3,399;53,711
"prestação";-0,082;40,962;-3,165;-3,014;-2,888;-3,642
"premiado";-0,037;18,964;-1,077;-2,837;-0,052;-3,428
"peso";-1,244;-0,556;10,061;-3,37;-1,31;2,554
"perseguir";3,581;-3,946;4,965;-1,74;-0,421;0,029
"padrão";-2,151;-0,424;9,149;0,658;-2,208;-0,045
"mover";0,195;-1,286;-0,849;2,201;-1,917;2,607
"moon";-3,975;-7,178;-4,471;-4,258;-4,08;112,453
"missão";0,04;0,12;-1,561;-0,304;-1,31;4,844
"mineiro";-0,697;7,818;-2,792;0,289;0,366;-3,213
"maré";-0,661;-1,194;0,263;11,258;-0,679;-0,856
"inicial";11,791;14,65;-4,284;-4,081;-3,91;-2,798
"ignorar";-0,57;-6,878;-0,121;2,201;-0,627;10,616
"honesto";0,011;-5,979;8,971;14,075;-3,399;-4,286
"gosto";-3,145;-5,68;-0,382;60,834;-0,243;-4,072
