"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"falha";0,205;0,155;0,12;0,038;0,794;0,821;0,507
"exportador";0,051;0,155;0,12;0;0,332;0,163;0,147
"exploração";0,223;0,169;0,133;0;0,375;0,178;0,82
"evidente";0,205;0,01;0,12;0,11;0,247;0,559;0,147
"estruturado";0,191;0,155;0,42;0,896;0;0,821;0,147
"escalada";0,507;0,532;0,12;0,11;0,093;0,559;0
"equilíbrio";0,909;0,169;0,133;0,024;0,105;0,178;0
"elite";0,011;0,155;0,12;0,181;0,794;0,163;0,902
"digital";0,533;0,155;0,42;0,388;0,01;0,821;0,507
"derrotar";0,507;0,155;0,12;0,11;0,332;0,001;0,001
"david";0;0,169;0,133;0,123;0,105;0,178;0,297
"coordenar";0,435;0,169;0,133;0,003;0,562;0,611;0,161
"coordenador";0,679;0,608;0,263;0,543;0,134;0,141;0,195
"consenso";0;0,203;0,165;0,153;0,134;0,572;0,676
"compor";0,095;0,012;0,648;0,609;0,542;0,485;0,551
"companheiro";0,001;0,862;0,42;0,388;0,332;0,821;0,147
"comemorar";0,051;0,532;0,954;0,896;0,332;0;0,902
"cidadania";0,051;0,532;0,954;0;0,093;0,821;0,147
"ceder";0,507;0,532;0,42;0,896;0,794;0,001;0,507
"ceará";0,587;0,299;0,257;0,871;0,221;0;0,29
"caça";0,051;0,155;0,12;0,388;0,001;0,163;0
"cautelar";0,051;0;0,003;0,11;0,794;0,163;0,147
"cardoso";0,06;0,169;0,467;0,123;0,189;0;0,161
"bretas";0,507;0;0,42;0,11;0,332;0,163;0,147
"braço";0,191;0,862;0,42;0,181;0,01;0,163;0,507
"bombardear";0,191;0,155;0,12;0,388;0,093;0,163;0
"boi";0,001;0,169;0,962;0,463;0,105;0,611;0,161
"bandeira";0,019;0,245;0,205;0,192;0,171;0;0,236
"bancar";0,205;0,532;0,12;0,547;0,01;0,163;0,147
"atendimento";0,148;0,583;0,467;0;0,105;0,178;0,161
"aspecto";0,984;0,331;0,12;0,547;0,794;0,821;0,902
"armamentista";0,051;0,155;0,12;0,11;0,093;0,163;0
"aplaudir";0,001;0,203;0,58;0,833;0,134;0,572;0,195
"aparelho";0,056;0,155;0,954;0,896;0,062;0,163;0,147
"anistia";0,533;0,532;0,15;0,11;0,093;0,001;0,147
"amazona";0,257;0,203;0,58;0,303;0,134;0,017;0,195
"altura";0,001;0,169;0,467;0,433;0,105;0,741;0,82
"alternativa";0,148;0,054;0,133;0,98;0,105;0,741;0,557
"alberto";0,051;0,532;0;0,11;0,654;0,065;0,147
"afp";0,051;0,532;0,42;0,11;0,093;0,163;0
"acontecimento";0,148;0,169;0,467;0,123;0,878;0,045;0,82
"abar";0,581;0,169;0,133;0,433;0,105;0,178;0
"álvaro";0,06;0,781;0,133;0,123;0,878;0;0,161
"yuka";0;0,185;0,148;0,137;0,118;0,669;0,177
"vermelho";0,679;0,203;0,165;0,833;0,381;0,212;0,026
"vargas";0;0,169;0,133;0,98;0,878;0,611;0,161
"utilização";0,261;0,696;0,01;0,137;0,471;0,669;0,614
"transcrição";0,223;0,583;0;0,123;0,105;0,178;0,557
"tradicional";0,148;0,169;0,133;0,003;0,375;0,178;0,82
"tasso";0,306;0,704;0,005;0,153;0,134;0,001;0,195
"superintendência";0,06;0,583;0;0,433;0,105;0,178;0,161
"sujeito";0,581;0,269;0,962;0,135;0,105;0,178;0,297
"suborno";0,06;0,169;0,018;0,433;0;0,178;0,161
"sonoro";0,148;0,583;0,133;0,123;0,105;0;0,161
"solicitação";0,06;0,583;0,962;0,135;0,189;0,242;0,161
"similar";0,06;0,583;0,133;0,135;0,189;0,611;0,063
"sentimento";0;0,185;0,148;0,137;0,118;0,189;0,614
"sadi";0,06;0,169;0;0,123;0,105;0,741;0,161
"rotina";0,005;0,583;0,111;0,123;0,375;0,178;0,557
"romper";0,581;0,583;0,133;0;0,375;0,178;0,557
"romero";0,223;0,169;0;0,123;0,105;0,242;0,161
"revisão";0,06;0,054;0,411;0,433;0,105;0,045;0,82
"rever";0,02;0,696;0,335;0,137;0,118;0,669;0,614
"restante";0,665;0,185;0,52;0,014;0,471;0,669;0,614
"regimento";0,06;0,006;0,133;0,123;0,105;0;0,161
"reduzido";0,223;0,781;0,133;0,003;0,375;0,741;0,82
"querido";0,148;0,269;0,962;0,123;0,562;0,611;0,161
"progresso";0,581;0,169;0,133;0,463;0,105;0,178;0
"prisional";0,06;0,054;0,133;0,003;0,105;0,045;0,161
"pmdb_ce";0,06;0,169;0,411;0,123;0,105;0;0,161
"picciani";0,069;0,696;0,148;0,137;0,118;0;0,177
"permanência";0,909;0,583;0,411;0,123;0,105;0,242;0,063
"perito";0,581;0,169;0;0,433;0,375;0,178;0,161
"perdão";0,223;0,583;0,962;0,463;0,562;0,611;0,297
"percorrer";0,261;0,185;0,148;0,929;0,118;0,669;0
"percentual";0,223;0,169;0,133;0;0,562;0,178;0,161
"parágrafo";0,06;0;0,133;0,123;0,189;0,741;0,161
"paralelo";0,035;0,583;0,133;0,433;0,878;0,611;0,297
"pago";0,069;0,185;0,148;0,484;0;0,194;0,177
"paciência";0,306;0,203;0,165;0,153;0,134;0,212;0
"ong";0,581;0,169;0,133;0;0,105;0,611;0,82
"oferta";0,06;0,169;0,133;0;0,562;0,178;0,82
"oceano";0,909;0,169;0,133;0,433;0,105;0,178;0
"obrigatório";0,306;0,203;0,165;0;0,134;0,141;0,195
"nogueira";0,06;0,169;0,111;0,98;0;0,611;0,161
"nascimento";0,679;0,704;0,263;0,833;0,134;0,212;0,18
"mérito";0,559;0;0,183;0,171;0,151;0,485;0,214
"montante";0,06;0,169;0,133;0,135;0;0,178;0,161
"militante";0,064;0,704;0,165;0,833;0,134;0,141;0,676
"michel";0;0,245;0,205;0,192;0,171;0,255;0,236
"michael";0,909;0,169;0,133;0,433;0,105;0,611;0
"mexer";0;0,185;0,52;0,381;0,118;0,194;0,177
"luxo";0,148;0,169;0,133;0,433;0;0,178;0,161
"locação";0,069;0,185;0,148;0,137;0;0,194;0,177
"lobista";0,06;0,169;0,018;0,123;0;0,178;0,161
"legítimo";0,06;0,169;0,962;0,003;0,375;0,611;0,063
"leal";0,581;0,169;0,111;0,98;0,041;0,178;0,557
"khan";0,796;0,185;0,148;0,137;0,118;0,194;0
"justificativo";0,76;0,608;0,777;0,303;0,479;0,212;0,644
"joaquim";0,581;0,781;0,962;0,98;0,878;0,045;0,161
"isolado";0,909;0,169;0,467;0,98;0,105;0,611;0
"interpretar";0,101;0,64;0,148;0,484;0,118;0,658;0,042
"interino";0,069;0,185;0,01;0,137;0,118;0;0,734
"injusto";0,148;0,054;0,133;0,433;0,105;0,242;0,557
"indiciar";0,069;0,185;0;0,137;0,423;0,002;0,177
"indagar";0,148;0,169;0,962;0,433;0,562;0,242;0,161
"implicar";0,06;0,781;0,467;0,135;0,878;0,611;0,063
"illuminati";0;0,169;0,133;0,123;0,105;0,178;0,557
"homenagear";0,015;0,331;0,289;0,986;0,252;0,156;0,322
"hoffmann";0,909;0,583;0,962;0,123;0,005;0,741;0,161
"guardian";0,421;0,245;0,724;0,022;0,171;0,255;0,008
"grécia";0,095;0,775;0,183;0;0,827;0,232;0,214
"governante";0,435;0,169;0,133;0,003;0,105;0,611;0,297
"globonews";0,06;0,169;0;0,123;0,878;0,045;0,161
"gerenciar";0,069;0,185;0,148;0,014;0;0,669;0,177
"ganho";0,069;0,185;0,52;0,001;0,025;0,669;0,177
"fortalecer";0,06;0,169;0,133;0;0,105;0,242;0,063
"formado";0,796;0,003;0,148;0,484;0,423;0,189;0,177
"florianópolis";0;0,203;0,58;0,153;0,134;0,733;0,195
"filiar";0,06;0,169;0,133;0,123;0,375;0;0,161
"ex_tesoureiro";0,06;0,006;0,467;0,123;0;0,178;0,161
"estranho";0,148;0,781;0,111;0,123;0,105;0,242;0,161
"escala";0,665;0,185;0,148;0,096;0,118;0,194;0
"enfrentamento";0;0,169;0,133;0,433;0,105;0,611;0,557
"endividamento";0,06;0,169;0,133;0;0,105;0,741;0,557
"emprestar";0,665;0,185;0,148;0,381;0;0,194;0,177
"empregado";0,306;0,203;0,58;0;0,134;0,212;0,195
"embasar";0,035;0,169;0,962;0,98;0,189;0,178;0,161
"eliminar";0,035;0,169;0,962;0,433;0,105;0,178;0,008
"editorial";0,679;0,203;0,165;0;0,134;0,212;0,676
"documentação";0,06;0;0,411;0,98;0,562;0,178;0,161
"disparo";0,223;0,169;0,962;0,123;0,105;0,178;0
"diplomata";0,06;0,169;0,133;0,463;0,878;0,178;0
"dimas";0,005;0,223;0,183;0,23;0,542;0,804;0,214
"dilma_michel_temer";0,06;0;0,133;0,123;0,562;0,178;0,161
"decorrência";0,069;0,696;0,077;0,484;0,471;0,189;0,177
"decisivo";0,148;0,583;0,467;0,123;0,878;0,045;0,557
"cozinha";0,182;0,223;0,183;0,171;0;0,232;0,214
"cota";0,06;0,169;0,133;0,123;0;0,178;0,161
"corrida";0,223;0,169;0,133;0,433;0,105;0,242;0
"continuidade";0,581;0,781;0,962;0,135;0,562;0,178;0,557
"consulta";0,679;0,203;0,777;0,303;0,134;0,141;0,676
"conservação";0,081;0,203;0,165;0;0,479;0,212;0,195
"confusão";0,001;0,704;0,58;0,543;0,134;0,733;0,676
"confirmação";0,223;0,054;0,111;0,463;0,105;0,611;0,557
"collor";0;0,704;0,165;0,543;0,134;0,733;0,195
"colegiado";0,223;0;0,133;0,433;0,105;0,611;0,161
"cirurgia";0,261;0,185;0,52;0;0,118;0,658;0,177
"celebrar";0,223;0,269;0,133;0,123;0,005;0,178;0,063
"cbn";0,261;0,185;0,148;0,381;0,118;0;0,177
"bloqueado";0,223;0,781;0,467;0,123;0;0,178;0,161
"bloco";0,581;0,781;0,467;0,463;0,878;0,741;0,82
"bacelar";0,111;0,245;0,001;0,192;0,003;0,255;0,236
"atômico";0,909;0,169;0,133;0,123;0,105;0,178;0
"atestar";0,148;0,781;0,467;0,98;0,562;0,178;0,557
"assassinato";0,679;0,704;0,58;0,833;0,134;0,141;0,644
"apurado";0,581;0;0,411;0,123;0,375;0,178;0,161
"apropriado";0,435;0,169;0,467;0,98;0,375;0,741;0,063
"apoiador";0,867;0,775;0,677;0,609;0,151;0,1;0,551
"anual";0,069;0,185;0,148;0;0,968;0,194;0,734
"anexo";0,06;0,583;0,018;0,123;0;0,611;0,161
"anexar";0,069;0,185;0,077;0,137;0;0,194;0,177
"andréia";0,06;0,169;0;0,123;0,105;0,741;0,161
"alerj";0,069;0,185;0,148;0,137;0,423;0;0,177
"advocacia";0,223;0,054;0,111;0,433;0,189;0,178;0,161
"abrigo";0,02;0,185;0,148;0,484;0,118;0,194;0
"wyllys";0,081;0;0,165;0,153;0,134;0,017;0,195
"vigilância";0;0,185;0,873;0,929;0,118;0,194;0,614
"victor";0,261;0;0,52;0,137;0,968;0,194;0,177
"triunfo";0,095;0,775;0,677;0,609;0;0,232;0,214
"tranquilidade";0,306;0,203;0,263;0,064;0,381;0,733;0,195
"tocantins";0,064;0,001;0,165;0,153;0,134;0,572;0,195
"temor";0,796;0,64;0,52;0,484;0,118;0,194;0
"sólido";0,665;0,64;0,148;0,137;0,423;0,194;0
"soltura";0,081;0,001;0;0,153;0,479;0,212;0,195
"sobretaxa";0,081;0,203;0,165;0;0,134;0,733;0,644
"simão";0,081;0,203;0;0,543;0,134;0,733;0,195
"sexual";0,003;0,696;0,52;0,381;0,118;0,194;0,177
"severo";0,665;0,64;0,148;0,096;0,118;0,194;0
"riso";0;0,203;0,165;0,153;0,134;0,733;0,195
"respeitado";0,069;0,696;0,873;0,001;0,423;0,194;0,734
"repercussão";0,76;0,16;0,58;0,543;0,134;0,572;0,18
"relacionamento";0,081;0,704;0,777;0,543;0,095;0,572;0,644
"reclamação";0,343;0,696;0,01;0,137;0,968;0,194;0,177
"racionamento";0,257;0,203;0,165;0;0,134;0,212;0,195
"quadrilha";0,76;0;0,165;0,153;0,134;0,017;0,195
"prêmio";0,101;0,64;0,148;0,484;0,423;0,658;0,236
"província";0,343;0,185;0,148;0,929;0,118;0,194;0
"projétil";0,069;0,185;0,148;0,137;0,118;0,194;0
"produtor";0,069;0,185;0,148;0;0,968;0,194;0,177
"procurado";0,069;0,185;0,001;0,929;0,471;0,669;0,614
"privilégio";0,02;0,696;0,873;0,929;0,118;0,669;0,177
"privatização";0,261;0,185;0,148;0;0,968;0,189;0,177
"prestígio";0,665;0,64;0,873;0,929;0,423;0,658;0,236
"press";0,665;0,185;0,148;0,137;0,118;0,194;0
"preencher";0,261;0,003;0,148;0,137;0,118;0;0,177
"porte";0,796;0,64;0,148;0;0,423;0,194;0,177
"ponderar";0,343;0,64;0,52;0,929;0,471;0,658;0,177
"polarização";0;0,185;0,148;0,381;0,118;0,669;0,177
"piorar";0,44;0,245;0,205;0,164;0,171;0,884;0,088
"petrolão";0,559;0,223;0,031;0,609;0,827;0,804;0,214
"perigo";0,101;0,64;0,148;0,137;0,423;0,194;0
"percepção";0,101;0,185;0,52;0,381;0,118;0,669;0,236
"palco";0;0,775;0,677;0,171;0,151;0,232;0,214
"omissão";0,101;0,212;0,873;0,484;0,423;0,669;0,177
"oeste";0,101;0,185;0,148;0,484;0,423;0,194;0
"narrar";0,02;0,185;0,52;0,484;0,025;0,194;0,177
"música";0;0,223;0,183;0,609;0,151;0,232;0,214
"motor";0,665;0,64;0,148;0,484;0,118;0,194;0
"molina";0,343;0,185;0;0,929;0,118;0,194;0,177
"miranda";0,182;0,001;0,183;0,171;0,542;0,804;0,214
"minimizar";0,069;0,185;0,148;0,014;0,423;0;0,177
"milionário";0,665;0,696;0,52;0,014;0,471;0,194;0,177
"metropolitano";0,003;0,696;0,077;0,137;0,118;0,194;0,177
"mentiroso";0,081;0,203;0,165;0,543;0;0,212;0,676
"mensal";0,081;0,203;0;0,833;0,933;0,733;0,195
"melin";0,095;0,223;0,183;0,609;0;0,232;0,214
"melhoria";0,796;0,185;0,148;0,001;0,138;0,194;0,177
"may";0,76;0,203;0,165;0,833;0,134;0,733;0
"maduro";0;0,185;0,148;0,929;0,118;0,189;0,177
"macron";0,095;0,223;0,183;0,04;0,542;0,804;0,001
"líquido";0,665;0,185;0,148;0;0,423;0,194;0,614
"lícito";0,069;0,696;0,148;0,137;0;0,194;0,177
"limitado";0,665;0,64;0,148;0,484;0,118;0,669;0
"leve";0,343;0,035;0,148;0,137;0,423;0,669;0,236
"leite";0,095;0,518;0,648;0,171;0;0,485;0,214
"lavrov";0,081;0,203;0,165;0,153;0,134;0,212;0
"lavar";0,665;0,64;0,52;0,137;0;0,669;0,614
"laus";0,069;0;0,148;0,137;0,423;0,194;0,177
"lança";0,665;0,185;0,52;0,484;0,118;0,669;0
"kremlin";0,069;0,185;0,148;0,137;0,118;0,194;0
"isenção";0,081;0,203;0,777;0,303;0,001;0,212;0,676
"intimidação";0,101;0,035;0,148;0,137;0,423;0,194;0,236
"interessado";0,343;0,64;0,148;0,381;0,423;0,189;0,614
"interceptar";0,306;0,203;0;0,153;0,134;0,212;0,676
"integridade";0,343;0,696;0,52;0,381;0,423;0,658;0,177
"injustiça";0;0,212;0,148;0,484;0,118;0,194;0,177
"indicador";0,069;0,185;0,148;0;0,118;0,194;0,177
"implementar";0,76;0,203;0,165;0,064;0,134;0,017;0,644
"impasse";0,064;0,203;0,58;0,064;0,134;0,212;0,644
"icbm";0,081;0,203;0,165;0,153;0,134;0,212;0
"geração";0,343;0,185;0,148;0,001;0,118;0,669;0,734
"garantido";0;0,185;0,148;0,137;0,423;0,194;0,236
"fé";0,867;0,223;0,648;0;0,151;0,232;0,214
"frequentar";0,76;0,704;0,165;0,833;0;0,212;0,195
"frear";0,343;0,185;0,148;0,484;0,118;0,669;0
"francês";0,069;0,185;0,148;0;0,118;0,194;0,004
"filmar";0,306;0,203;0;0,153;0,381;0,733;0,195
"figueiredo";0,069;0,035;0,873;0,137;0,423;0;0,177
"fhc";0,081;0,203;0,777;0,543;0,479;0;0,195
"ferido";0;0,203;0,165;0,153;0,134;0,212;0,676
"falado";0,069;0,64;0,148;0,484;0;0,194;0,734
"faixa";0,005;0,368;0,326;0,191;0,289;0,378;0,359
"face";0,261;0,64;0,01;0,484;0,118;0,669;0,042
"fabricar";0,261;0,64;0,148;0,484;0,003;0,194;0,042
"exibir";0,261;0,185;0,52;0,484;0,423;0,658;0
"esclarecido";0,261;0,64;0,01;0,381;0,968;0,669;0,177
"escapar";0,665;0,696;0,873;0,484;0,118;0,189;0,236
"enxergar";0,02;0,185;0,148;0,484;0,118;0,029;0,734
"ensino";0,987;0,245;0,205;0,022;0,171;0,005;0,236
"ditador";0,01;0,203;0,165;0,153;0,134;0,212;0
"destaque";0,002;0,854;0,205;0,192;0,171;0,397;0,825
"descer";0,037;0,223;0,648;0,171;0,151;0;0,214
"delegação";0,261;0,64;0,52;0,484;0,118;0,194;0
"delatar";0,069;0,185;0;0,137;0,025;0,194;0,177
"cândido";0,081;0,704;0,263;0,153;0,014;0,141;0,195
"culpado";0,064;0,022;0,165;0,833;0,479;0,212;0,195
"cracolândia";0;0,245;0,205;0,192;0,171;0,397;0,236
"corresponder";0,261;0,185;0,148;0,096;0,003;0,669;0,614
"correspondente";0,665;0,64;0,148;0,484;0,025;0,194;0,042
"convidar";0,261;0,185;0,335;0,484;0,968;0,669;0,004
"convicção";0,343;0,64;0,01;0,137;0,118;0,658;0,614
"consumidor";0,76;0,203;0,165;0;0,479;0,572;0,195
"constranger";0,069;0;0,873;0,484;0,423;0,669;0,177
"constituir";0,261;0;0,148;0,096;0,423;0,194;0,614
"configurar";0,069;0;0,148;0,929;0,471;0,669;0,177
"concentrar";0,76;0,704;0,58;0,064;0,479;0,733;0,644
"computador";0,343;0,64;0,335;0,137;0,025;0,194;0,177
"comparação";0,261;0,185;0,148;0;0,118;0,194;0,177
"comida";0;0,203;0,165;0,064;0,134;0,212;0,195
"coluna";0,665;0,64;0,52;0,137;0,118;0;0,177
"colombo";0,069;0,64;0,52;0,929;0;0,658;0,177
"codinome";0,069;0,185;0,148;0,137;0;0,194;0,177
"cobertura";0,261;0,64;0,148;0,929;0;0,194;0,734
"clinton";0,796;0,185;0,148;0,137;0,118;0,194;0
"climático";0,069;0,185;0,148;0;0,118;0,194;0,236
"cena";0,001;0,704;0,58;0,833;0,134;0,733;0,195
"caos";0;0,185;0,148;0,484;0,118;0,194;0,734
"calendário";0,261;0,64;0,52;0,137;0,968;0;0,177
"cabo";0,358;0,012;0,648;0,171;0,542;0,804;0,13
"bush";0,081;0,203;0,165;0,833;0,134;0,212;0
"benfica";0,497;0;0,467;0,216;0,701;0,28;0,261
"auxílio";0,796;0,64;0,077;0,929;0,423;0,194;0,734
"ativista";0;0,223;0,183;0,23;0,151;0,232;0,214
"assassinar";0,987;0,006;0,205;0,623;0,171;0,255;0,457
"apostar";0,665;0,035;0,148;0,484;0,118;0,002;0,614
"aplicado";0,069;0,035;0,148;0;0,118;0,194;0,614
"animal";0,101;0,185;0,52;0,096;0,471;0,194;0,177
"al";0,665;0,185;0,52;0,137;0,118;0,029;0
"ajufe";0,111;0;0,017;0,192;0,171;0,255;0,236
"africano";0,069;0,185;0,148;0;0,025;0,669;0,177
"acumular";0,069;0,64;0,873;0;0,118;0,658;0,614
"acelerar";0,069;0,185;0,148;0,096;0,118;0,189;0
"abrigar";0,101;0,185;0,148;0,484;0,138;0,194;0,236
"abreu";0,421;0,245;0,139;0,685;0,616;0,005;0,236
"abastecer";0,76;0,203;0,165;0,833;0;0,212;0,676
"abandonado";0;0,203;0,165;0,153;0,479;0,733;0,195
"zezé";0,559;0,223;0;0,171;0,151;0,232;0,214
"zelar";0,358;0,223;0,648;0;0,827;0,804;0,214
"válido";0,095;0,775;0,183;0;0,151;0,485;0,551
"voar";0,081;0,203;0,777;0,303;0,134;0,212;0
"vitor";0;0,245;0,205;0,192;0,714;0,255;0,825
"vincular";0,306;0,203;0,58;0;0,933;0,733;0,676
"vetar";0,306;0,704;0,58;0,833;0,479;0,141;0,18
"vergonha";0,001;0,704;0,58;0,303;0,134;0,212;0,195
"urgente";0,76;0,704;0,165;0,833;0,479;0,733;0,002
"tolerar";0,76;0,203;0,777;0,008;0,479;0,212;0,644
"testemunho";0,306;0,203;0,165;0,153;0;0,212;0,195
"sucessivo";0,679;0,203;0,58;0,064;0,933;0,572;0,195
"subsidiário";0,111;0,245;0,724;0,164;0;0,255;0,236
"sistêmico";0,306;0,203;0,777;0;0,134;0,733;0,195
"sigiloso";0,081;0,203;0;0,543;0,095;0,212;0,195
"sequestro";0,358;0,518;0,183;0,171;0;0,804;0,214
"segovia";0,306;0,704;0;0,153;0,479;0,212;0,195
"santiago";0;0,223;0,183;0,609;0,542;0,804;0,214
"sanitário";0,306;0,203;0,777;0;0,479;0,733;0,195
"sancionar";0,064;0,608;0,165;0,543;0,479;0,572;0,676
"rosa";0,306;0;0,165;0,833;0,134;0,212;0,195
"rival";0,358;0,223;0,677;0,73;0,151;0,485;0,015
"rigoroso";0,081;0,704;0,165;0;0,134;0,733;0,644
"resumo";0,679;0;0,165;0,153;0,479;0,733;0,676
"resto";0,182;0,223;0,183;0,23;0,151;0,1;0,747
"religioso";0,019;0,245;0,724;0,623;0,616;0,884;0,236
"regalia";0,081;0;0,58;0,833;0,134;0,212;0,195
"recorde";0,76;0,608;0,165;0,008;0,134;0,212;0,18
"realizado";0,306;0,704;0,165;0,064;0,933;0,212;0,026
"rastrear";0,306;0,203;0;0,153;0,095;0,212;0,676
"pt_sp";0,358;0,518;0,031;0,171;0,151;0,01;0,214
"protocolo";0,679;0,608;0,165;0,303;0,134;0,212;0,026
"propósito";0,182;0,115;0,677;0,609;0,542;0,232;0,214
"proporção";0,559;0,223;0,183;0;0,151;0,804;0,747
"presidenta";0,987;0,006;0,017;0,192;0,171;0,255;0,236
"praia";0,001;0,331;0,289;0,275;0,353;0,341;0,322
"popularidade";0,257;0,203;0,165;0;0,134;0,733;0,195
"polêmica";0,064;0,203;0,165;0,153;0,479;0,141;0,18
"pesar";0,76;0,608;0,58;0,064;0,134;0,733;0,644
"personalidade";0,76;0,608;0,777;0,543;0,479;0,733;0,18
"personagem";0;0,223;0,183;0,171;0,542;0,232;0,214
"pereira";0,76;0,704;0,777;0,153;0,001;0,733;0,195
"perdido";0,257;0,203;0,051;0,064;0,134;0,212;0,195
"penitenciária";0,081;0;0,005;0,153;0,134;0,733;0,195
"pedaço";0,119;0,077;0,205;0,623;0,171;0,255;0,825
"pcc";0,26;0,411;0,003;0,106;0,333;0,421;0,403
"parede";0;0,203;0,58;0,543;0,134;0,572;0,195
"paralisação";0,571;0,525;0,329;0,355;0,453;0,533;0,517
"paquistão";0,095;0,223;0,183;0,171;0,151;0,232;0
"paciente";0,867;0;0,183;0,73;0,151;0,232;0,214
"otimista";0,76;0,704;0,58;0,833;0,134;0,141;0,18
"operário";0,001;0,331;0,289;0,986;0,913;0,341;0,322
"ocultar";0,081;0,203;0,165;0,153;0;0,212;0,676
"obtido";0,081;0,203;0,263;0,543;0,001;0,572;0,195
"nunes";0,306;0,022;0,58;0,153;0,134;0;0,195
"nikki";0,081;0,203;0,165;0,153;0,134;0,212;0
"moçambicano";0,095;0,223;0,183;0;0,061;0,232;0,214
"motivação";0,257;0,608;0,165;0,833;0,479;0,141;0,195
"marino";0,01;0,704;0,58;0,543;0,134;0,141;0,195
"lindbergh";0;0,608;0,58;0,153;0,134;0,212;0,195
"liberado";0,26;0,001;0,69;0,357;0,333;0,421;0,599
"kassab";0,358;0,223;0,183;0,171;0,007;0;0,214
"júnior";0,306;0,203;0,263;0,153;0;0,212;0,676
"jurista";0,064;0,001;0,58;0,153;0,134;0,733;0,195
"jogador";0,867;0,001;0,648;0,171;0,151;0,1;0,214
"inúmero";0,081;0,203;0,263;0,008;0,933;0,572;0,195
"internar";0,01;0,022;0,165;0,153;0,933;0,212;0,195
"intermediário";0,306;0,608;0,777;0,153;0,381;0,733;0,18
"interferência";0,064;0,203;0,263;0,833;0,479;0,212;0,676
"instrução";0,064;0;0,58;0,153;0,134;0,212;0,195
"inspeção";0,081;0,203;0,58;0;0,479;0,212;0,644
"inferior";0,081;0,608;0,263;0,064;0,381;0,212;0,195
"indignação";0,008;0,943;0,812;0,216;0,194;0,973;0,914
"incomodar";0;0,775;0,648;0,171;0,151;0,804;0,747
"incidente";0,064;0,203;0,165;0,153;0,095;0,212;0,18
"inadmissível";0,679;0,001;0,165;0,543;0,479;0,733;0,676
"imenso";0,257;0,203;0,58;0,833;0,479;0,212;0,026
"huck";0,76;0,203;0,165;0,153;0,134;0;0,195
"historiador";0;0,203;0,165;0,153;0,134;0,212;0,676
"herdeiro";0,358;0,775;0,197;0,609;0,827;0,485;0,747
"helicóptero";0,867;0,223;0,031;0,609;0,542;0,232;0,13
"guarda";0,735;0,957;0,912;0,244;0,474;0,308;0,273
"gravidez";0,559;0,223;0,183;0;0,151;0,804;0,214
"governamental";0,095;0,115;0,183;0;0,151;0,232;0,551
"goulart";0,735;0,299;0,361;0,244;0,799;0,021;0,29
"george";0,081;0,203;0,165;0,833;0,134;0,212;0
"gastar";0,76;0,608;0,165;0,008;0,479;0,572;0,195
"garoto";0,76;0,022;0,58;0,543;0,095;0,212;0,195
"fúria";0,095;0,223;0,183;0,171;0,151;0,232;0
"fraudar";0,358;0,518;0,677;0,609;0,007;0,232;0,214
"fragilidade";0,306;0,704;0,165;0;0,933;0,212;0,195
"fracasso";0,081;0,203;0,165;0,833;0,134;0,017;0
"fornecimento";0,081;0,704;0,165;0,833;0,001;0,212;0,18
"fixar";0,76;0;0,165;0,543;0,479;0,212;0,195
"fgts";0,081;0,203;0,777;0,303;0;0,212;0,195
"expansão";0,081;0,203;0,58;0;0,134;0,212;0,026
"examinar";0,306;0,001;0,777;0,303;0,479;0,212;0,195
"ex_executivo";0,306;0,203;0,58;0,153;0;0,212;0,195
"evolução";0,679;0,203;0,165;0,064;0,134;0,001;0,195
"esporte";0;0,775;0,183;0,609;0,151;0,485;0,214
"espanha";0,679;0,203;0,165;0,064;0,479;0,212;0,026
"equivalente";0,081;0,203;0,165;0;0,479;0,212;0,676
"engenharia";0,095;0,223;0,648;0,609;0;0,232;0,214
"emergência";0,064;0,203;0,165;0,303;0,134;0,212;0,026
"embarcação";0,679;0,203;0,58;0,153;0,134;0,212;0
"eficiência";0,081;0,704;0,777;0;0,134;0,733;0,195
"eficiente";0,306;0,203;0,165;0;0,134;0,733;0,676
"econorte";0,081;0,203;0,58;0,543;0;0,212;0,195
"dormir";0;0,223;0,183;0,171;0,542;0,485;0,747
"dominar";0,081;0,203;0,165;0,008;0,134;0,572;0,002
"dispositivo";0,081;0,203;0,165;0;0,134;0,733;0,002
"disco";0;0,245;0,724;0,192;0,171;0,255;0,236
"digno";0,064;0,608;0,58;0,833;0,134;0,733;0,676
"devasso";0,064;0,16;0,051;0,153;0,134;0,212;0,195
"desnuclearização";0,081;0,203;0,165;0,153;0,134;0,212;0
"desfecho";0,679;0,203;0,165;0,833;0,479;0;0,195
"descoberto";0,679;0,022;0,58;0,543;0,381;0,212;0,195
"desaparecer";0,679;0,203;0,165;0,303;0,479;0,572;0,18
"cuiabá";0,135;0,331;0,973;0,275;0,353;0,815;0,322
"corroborar";0,306;0,16;0,777;0,153;0,001;0,212;0,195
"convocação";0,07;0,27;0,812;0,216;0,701;0,039;0,261
"conferência";0,037;0,775;0,183;0,171;0,151;0,804;0,015
"comprometido";0,306;0,203;0,58;0;0,933;0,212;0,195
"coligação";0,081;0,704;0,165;0,543;0,014;0,001;0,195
"coalizão";0,081;0,203;0,165;0,153;0,479;0;0,002
"cláusula";0,095;0,775;0,183;0,004;0,827;0,1;0,214
